entity_id,entity_type,display_name,is_exogenous,summary_quality,merged_source_count
molecule.ecocyc.CPD0-2714,small_molecule,bis(L-histidinate)nickel(II),true,informative,1
molecule.ecocyc.CPD0-2216,small_molecule,"cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)",false,informative,1
molecule.ecocyc.CPD-15158,small_molecule,5-hydroxy-CMP,false,informative,1
molecule.ecocyc.CPD-16843,small_molecule,"4-pregnen-20,21-diol-3-one",true,informative,1
molecule.ecocyc.CPD0-2477,small_molecule,3-propylcatechol,true,informative,1
molecule.ecocyc.AS_5,small_molecule,As5+,true,informative,1
molecule.ecocyc.CPD0-1144,small_molecule,4-oxo-N-acetylneuraminate,false,informative,1
molecule.ecocyc.CPD0-2554,small_molecule,(R)-S-adenosyl-L-methionine,false,informative,1
molecule.ecocyc.CPD-3566,small_molecule,Tween 20,true,informative,1
molecule.ecocyc.CPD0-2565,small_molecule,5-deazaflavin,false,informative,1
molecule.ecocyc.CPD-424,small_molecule,N-acetyl-L-histidine,false,informative,1
molecule.ecocyc.CPD0-1327,small_molecule,5-fluorouracil,true,informative,1
molecule.ecocyc.CPD0-1352,small_molecule,thiamine thiothiazolone diphosphate,false,informative,1
molecule.ecocyc.CPD-3783,small_molecule,γ-cyclodextrin,true,informative,1
molecule.ecocyc.CPD-8979,small_molecule,succinamate,false,informative,1
molecule.ecocyc.KCL,small_molecule,potassium chloride,true,informative,1
molecule.ecocyc.CPD0-2646,small_molecule,cyclic enterobacterial common antigen,false,informative,1
molecule.ecocyc.CPD-9993,small_molecule,(glycyl)adenylate,false,informative,1
molecule.ecocyc.CPD-25891,small_molecule,ferricrocin,false,informative,1
molecule.ecocyc.CPD-20903,small_molecule,cob(II)inamide,false,informative,1
molecule.ecocyc.CPD0-1237,small_molecule,"N-3-fumaroyl-L-2,3-diaminopropanoate",true,informative,1
molecule.ecocyc.CPD-3621,small_molecule,methyl D-lactate,true,informative,1
molecule.ecocyc.CPD0-1117,small_molecule,nicotinamide hypoxanthine dinucleotide,false,informative,1
molecule.ecocyc.CPD0-1920,small_molecule,As2SbH3O6,true,informative,1
molecule.ecocyc.CPD0-2030,small_molecule,glycerophosphoserine,false,informative,1
molecule.ecocyc.CPD-20058,small_molecule,polymyxin Ile-B1,true,informative,1
molecule.ecocyc.CPD-14197,small_molecule,amikacin,true,informative,1
molecule.ecocyc.CPD-26189,small_molecule,ornidazole,true,informative,1
molecule.ecocyc.CPD-21533,small_molecule,"a [protein]-N6-[1,1-(5-adenosylyl-α-D-ribose-1,2-di-O-yl)ethyl]-L-lysine",false,informative,1
molecule.ecocyc.CPD0-1423,small_molecule,1-stearoyl-2-stearoyl-sn-glycerol 3-phosphate,false,informative,1
molecule.ecocyc.CPD-17752,small_molecule,5-nitro benzisoxazole,true,informative,1
molecule.ecocyc.PHMB,small_molecule,p-hydroxymercuribenzoate,true,informative,1
molecule.ecocyc.CPD-18406,small_molecule,"phosphatidylglycerol (1-palmitoyl, 2-lactobacilloyl)",false,informative,1
molecule.ecocyc.CPD0-2587,small_molecule,anthraquinone-2-sulfonate,true,informative,1
molecule.ecocyc.CPD0-1400,small_molecule,5'-amino-5'-deoxyadenosine,false,informative,1
molecule.ecocyc.CPD0-1940,small_molecule,DL-methionine sulfone,true,informative,1
molecule.ecocyc.CPD0-1025,small_molecule,bromohydrin of isopentenyl pyrophosphate,false,informative,1
molecule.ecocyc.CPD-21145,small_molecule,azlocillin,true,informative,1
molecule.ecocyc.CPD-19461,small_molecule,cyclobis-(1→6)-α-nigerosyl,true,informative,1
molecule.ecocyc.CPD0-1113,small_molecule,fosfomycin,true,informative,1
molecule.ecocyc.CPD0-2717,small_molecule,N-acetyl-α-D-glucosaminyl-diphosphate-diacylglycerol,false,informative,1
molecule.ecocyc.CPD-18358,small_molecule,CDP-1-palmitoyl-2-palmitoleoylglycerol,false,informative,1
molecule.ecocyc.CPD0-2197,small_molecule,acyl phosphatidylglycerol (n-C16:0),false,informative,1
molecule.ecocyc.CPD0-1663,small_molecule,α-difluoromethylarginine,true,informative,1
molecule.ecocyc.CPD-18016,small_molecule,5-hydroxycytosine,false,informative,1
molecule.ecocyc.MONOMER0-4342,small_molecule,"a [prolipoprotein]-S-1,2-diacyl-sn-glyceryl-L-cysteine",false,informative,1
molecule.ecocyc.FMPP,small_molecule,FMPP,true,informative,1
molecule.ecocyc.CPD-25513,small_molecule,(L-tryrosyl)adenylate,false,informative,1
molecule.ecocyc.CPD-7733,small_molecule,aurachin C,true,informative,1
molecule.ecocyc.CPD-10322,small_molecule,"N,N'-dicyclohexylcarbodiimide",true,informative,1
molecule.ecocyc.GLYCO-CT-PHOSPHATE,small_molecule,GLYCO-CT-PHOSPHATE,false,informative,1
molecule.ecocyc.CPD-12792,small_molecule,Reactive blue 5,true,informative,1
molecule.ecocyc.8-THIO-OCTANOATE,small_molecule,8-thio-octanoate,true,informative,1
molecule.ecocyc.CPD0-1536,small_molecule,"(2R,3S,6S)-2,6-diamino-3-hydroxy-diaminopimelate",false,informative,1
molecule.ecocyc.CPD0-1696,small_molecule,nickel sulfate,true,informative,1
molecule.ecocyc.CPD-25382,small_molecule,(R)-4'-phosphopantothenoyl-cytidylate,false,informative,1
molecule.ecocyc.CPD-7880,small_molecule,dodecanal,true,informative,1
molecule.ecocyc.CPD0-1572,small_molecule,L-tetrahydro-2-furoic acid,false,informative,1
molecule.ecocyc.CPD0-2012,small_molecule,α-picoline N-oxide,true,informative,1
molecule.ecocyc.X-DGAL-HEX-1_5_6_A,small_molecule,x-dgal-HEX-1:5|6:a,true,informative,1
molecule.ecocyc.CPD-3735,small_molecule,dithiophosphate,false,informative,1
molecule.ecocyc.CPD-12546,small_molecule,3'-azido-3'-deoxythymidine 5'-phosphate,true,informative,1
molecule.ecocyc.PTERIDINE-RING,small_molecule,pteridine-ring,false,informative,1
molecule.ecocyc.CPD-13973,small_molecule,doxorubicin,true,informative,1
molecule.ecocyc.CPD-16619,small_molecule,methyl α-D-glucoside 6-phosphate,false,informative,2
molecule.ecocyc.CPD0-1552,small_molecule,3'-O-(4-benzoyl)-benzoic-adenosine 5'-triphosphate,true,informative,1
molecule.ecocyc.CPD-17518,small_molecule,mitomycin C,true,informative,1
molecule.ecocyc.CPD0-920,small_molecule,indolmycin,true,informative,1
molecule.ecocyc.CPD-19300,small_molecule,"N,N',N'',N''',N'''',N'''''-hexaacetyl chitohexaose",true,informative,1
molecule.ecocyc.CPD-19147,small_molecule,(7Z)-tetradecenoyl-CoA,false,informative,1
molecule.ecocyc.CPD0-1583,small_molecule,pyrimethamine,true,informative,1
molecule.ecocyc.CPD-10543,small_molecule,α-D-quinovopyranose,false,informative,1
molecule.ecocyc.A-HEX-1_5_6_A,small_molecule,a-HEX-1:5|6:a,false,informative,1
molecule.ecocyc.CPD-9457,small_molecule,"di-trans,di-cis-pentaprenyl diphosphate",false,informative,1
molecule.ecocyc.CAFFEOYLQUINATE,small_molecule,chlorogenate,true,informative,1
molecule.ecocyc.CORTISOL,small_molecule,cortisol,true,informative,1
molecule.ecocyc.CPD0-1567,small_molecule,sn-butyl-D-cysteine,false,informative,1
molecule.ecocyc.CPD-7673,small_molecule,3-sulfanylpropanoate,false,informative,1
molecule.ecocyc.CPD0-2443,small_molecule,calcium pantothenate,false,informative,1
molecule.ecocyc.CPD0-1061,small_molecule,"2,4,6-trimethylphenylglyoxal",true,informative,1
molecule.ecocyc.CPD0-1263,small_molecule,"4,5-dihydroxyisophthalate",false,informative,1
molecule.ecocyc.PYRIMIDINE-RING,small_molecule,pyrimidine,false,informative,1
molecule.ecocyc.CPD-20898,small_molecule,nigericin,true,informative,1
molecule.ecocyc.CPD-18357,small_molecule,CDP-1-cis-vaccenoyl-2-palmitoleoylglycerol,false,informative,1
molecule.ecocyc.CPD-21160,small_molecule,(glutathion-S-yl)-bimane,true,informative,1
molecule.ecocyc.CPD-18380,small_molecule,1-myristoyl-2-palmitoleoyl-sn-glycerol 3-phosphate,false,informative,1
molecule.ecocyc.CPD-821,small_molecule,L-proline betaine,true,informative,1
molecule.ecocyc.CPD0-1489,small_molecule,4-methylanthranilate,true,informative,1
molecule.ecocyc.CPD-21259,small_molecule,3-deoxy-D-glycero-β-D-galacto-nonulosonate,false,informative,1
molecule.ecocyc.CPD0-1570,small_molecule,S-methyl-D-cysteine,false,informative,1
molecule.ecocyc.CPD-14730,small_molecule,(3Z)-tetradec-3-enoyl-CoA,false,informative,1
molecule.ecocyc.CPD0-1533,small_molecule,"(2R,3S,6S)-3-fluoro-2,6-diaminopimelate",true,informative,1
molecule.ecocyc.CPD0-1430,small_molecule,2-phenylacetamidine,true,informative,1
molecule.ecocyc.CPD-14447,small_molecule,"(2Z)-2-hydroxypenta-2,4-dienoate",false,informative,1
molecule.ecocyc.CPD0-1458,small_molecule,"1,3-propanediol-P",false,informative,1
molecule.ecocyc.CPD0-1506,small_molecule,ketodeoxyheptonate,false,informative,1
molecule.ecocyc.CPD-19877,small_molecule,D-erythronate,false,informative,1
molecule.ecocyc.CPD0-1474,small_molecule,5-methyl-tetrahydropteroyl-α-glutamylglutamate,false,informative,1
molecule.ecocyc.CPD0-1944,small_molecule,L-alanyl-D-aspartate,false,informative,1
molecule.ecocyc.CPD-7975,small_molecule,2-heptyl-4-hydroxyquinoline N-oxide,true,informative,1
molecule.ecocyc.CPD0-2668,small_molecule,1-O-methyl-β-D-glucose,false,informative,2
molecule.ecocyc.2-AMINOMALONATE-SEMIALDEHYDE,small_molecule,3-oxo-L-alanine,false,informative,1
molecule.ecocyc.A-XGLC-HEX-1_5,small_molecule,a-xglc-HEX-1:5,false,informative,1
molecule.ecocyc.CPD-1486,small_molecule,Ag2+,true,informative,1
molecule.ecocyc.CPD0-1694,small_molecule,iron dichloride,true,informative,1
molecule.ecocyc.HYDROXYL-GROUP,small_molecule,a hydroxyl group,false,informative,1
molecule.ecocyc.PROTOHEME,small_molecule,protoheme,false,informative,1
molecule.ecocyc.CPD-20970,small_molecule,tellurate,true,informative,1
molecule.ecocyc.CPD-14676,small_molecule,rapamycin,true,informative,1
molecule.ecocyc.CPD0-2377,small_molecule,N7-methylguanine,false,informative,1
molecule.ecocyc.CPD-6366,small_molecule,DIMBOA,true,informative,1
molecule.ecocyc.PHENYLHYDRAZINE,small_molecule,phenylhydrazine,true,informative,1
molecule.ecocyc.CPD-387,small_molecule,iodide,true,informative,1
molecule.ecocyc.CPD-15424,small_molecule,(O-carbamoyl)adenylate,false,informative,1
molecule.ecocyc.CPD-3623,small_molecule,sebacate,true,informative,1
molecule.ecocyc.CPD-15318,small_molecule,α-D-ribose 5-phosphate,false,informative,1
molecule.ecocyc.ACROLEIN,small_molecule,acrolein,true,informative,1
molecule.ecocyc.CPD-8891,small_molecule,"(R)-propane-1,2-diol",false,informative,1
molecule.ecocyc.CPD0-2090,small_molecule,methyl phenyl sulfoxide,true,informative,1
molecule.ecocyc.CPD0-1907,small_molecule,L-lysyl-FMDP,true,informative,1
molecule.ecocyc.GLYCO-CT-PYR,small_molecule,GLYCO-CT-PYR,false,informative,1
molecule.ecocyc.CPD-6901,small_molecule,cerulenin,true,informative,1
molecule.ecocyc.Aryl-Carrier-Protein-Group,small_molecule,[aryl-carrier protein] group,false,informative,1
molecule.ecocyc.CPD-8819,small_molecule,"2,2'-dipyridyl",true,informative,1
molecule.ecocyc.CPD0-2528,small_molecule,4-ethoxyaniline,true,informative,1
molecule.ecocyc.CPD0-1036,small_molecule,acivicin,true,informative,1
molecule.ecocyc.CPD0-2229,small_molecule,2-18:1-lysophosphatidylglycerol,false,informative,1
molecule.ecocyc.CPD-15436,small_molecule,(5Z)-tetradecenoyl-CoA,false,informative,1
molecule.ecocyc.CPD0-2464,small_molecule,tryptamine guanosine carbamate,false,informative,1
molecule.ecocyc.CPD0-2083,small_molecule,nicotinamide N-oxide,false,informative,1
molecule.ecocyc.CPD-13944,small_molecule,L-alanosine,true,informative,1
molecule.ecocyc.CPD0-1242,small_molecule,thiolactomycin,true,informative,1
molecule.ecocyc.N5-METHYLGLUTAMINE,small_molecule,N5-methyl-L-glutamine,false,informative,1
molecule.ecocyc.CPD0-2294,small_molecule,enterobacterial common antigen-core oligosaccharide-lipid A (E. coli K-12 core type),false,informative,1
molecule.ecocyc.CPD0-1230,small_molecule,beryllium fluoride,true,informative,1
molecule.ecocyc.TRIMETHYLSULFONIUM,small_molecule,trimethyl sulfonium,true,informative,1
molecule.ecocyc.CPD0-2702,small_molecule,aldehydo-2-keto-3-deoxynonanoate,false,informative,1
molecule.ecocyc.CPD0-1507,small_molecule,O-methylserine,false,informative,1
molecule.ecocyc.CPD-19157,small_molecule,3-oxo-(7Z)-tetradecenoyl-CoA,false,informative,1
molecule.ecocyc.CPD-12150,small_molecule,D-leucine,false,informative,1
molecule.ecocyc.CPD0-2590,small_molecule,naphthalen-1-yl propanoate,true,informative,1
molecule.ecocyc.CPD-10206,small_molecule,(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone,true,informative,1
molecule.ecocyc.CPD0-1357,small_molecule,2-iodo-L-isoleucine-NHSO2-AMP,true,informative,1
molecule.ecocyc.CPD-8990,small_molecule,L-methionine-(R)-S-oxide,false,informative,1
molecule.ecocyc.CPD0-1288,small_molecule,8-hydroxyquinoline-5-sulfonic acid,true,informative,1
molecule.ecocyc.CPD0-1372,small_molecule,"α-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphonate",false,informative,1
molecule.ecocyc.X-DGLC-HEX-1_5_6_A,small_molecule,x-dglc-HEX-1:5|6:a,false,informative,1
molecule.ecocyc.CPD-15761,small_molecule,β-D-altropyranose,true,informative,1
molecule.ecocyc.CPD-21283,small_molecule,nafcillin,true,informative,1
molecule.ecocyc.CPD0-2073,small_molecule,N-(4-nitrobenzyloxycarbonyl)-L-lysyl-L-proline,true,informative,1
molecule.ecocyc.CPD0-2303,small_molecule,3-carboxybenzaldehyde,true,informative,1
molecule.ecocyc.CPD-20899,small_molecule,valinomycin,true,informative,1
molecule.ecocyc.CPD0-1545,small_molecule,penem CGP31608,true,informative,1
molecule.ecocyc.CDP-GROUP,small_molecule,CDP group,false,informative,1
molecule.ecocyc.L-2-AMINOPENTANOIC-ACID,small_molecule,L-norvaline,false,informative,1
molecule.ecocyc.CPD0-1271,small_molecule,chelidamate,true,informative,1
molecule.ecocyc.CPD0-2637,small_molecule,β-D-galactose 1-phosphate,false,informative,1
molecule.ecocyc.PHOSPHATIDYLETHANOLAMINE-KDO2,small_molecule,7-O-[2-aminoethoxy(hydroxy)phosphoryl]-α-D-Kdo-(2→4)-α-D-Kdo-(2→6)-lipid IVA,false,informative,1
molecule.ecocyc.CPD0-1386,small_molecule,3-(sulfanylcarbamoyl)-L-alanine,false,informative,1
molecule.ecocyc.CPD-18400,small_molecule,"phosphatidylglycerolphosphate (1,2-bis-cis-vaccenoyl)",false,informative,1
molecule.ecocyc.CPD-13158,small_molecule,polymyxin E2,true,informative,1
molecule.ecocyc.CPD-3618,small_molecule,2-oxovalerate,false,informative,1
molecule.ecocyc.CPD0-1678,small_molecule,trimethylacetaldehyde,false,informative,1
molecule.ecocyc.CPD-3614,small_molecule,sedoheptulose anhydride,false,informative,1
molecule.ecocyc.CPD0-2202,small_molecule,"cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)",false,informative,1
molecule.ecocyc.CPD-9456,small_molecule,"di-trans,tri-cis-hexaprenyl diphosphate",false,informative,1
molecule.ecocyc.MENADIOL,small_molecule,menadiol,true,informative,1
molecule.ecocyc.CPD-2209,small_molecule,"N-acetyl-α-D-glucosaminyl-diphospho-trans,octacis-decaprenol",false,informative,1
molecule.ecocyc.CPD-3782,small_molecule,α-cyclodextrin,true,informative,1
molecule.ecocyc.CPD0-2072,small_molecule,β-alanyl-L-lysyl-N-ε-7-amino-4-methylcoumarin-3-acetate,true,informative,1
molecule.ecocyc.CPD-24197,small_molecule,α-D-Gal-(1→4)-β-D-GlcA-(1→3)-2-O-Ac-α-D-Gal-(1→3)-α-L-Fuc-(1→4)-3-O-Ac-α-L-Fuc-(1→3)-α-D-Glc-PP-Und,false,informative,1
molecule.ecocyc.CPD-9385,small_molecule,γ-glutamyl-p-nitroanilide,true,informative,1
molecule.ecocyc.CPD-9728,small_molecule,menaquinone-8,false,informative,1
molecule.ecocyc.CPD-13595,small_molecule,cetyltrimethylammonium,true,informative,1
molecule.ecocyc.CPD0-2153,small_molecule,undecaprenyl phosphate-4-amino-4-formyl-L-arabinose,false,informative,1
molecule.ecocyc.CPD0-1277,small_molecule,polymyxin B1,true,informative,1
molecule.ecocyc.CPD-18649,small_molecule,L-glutamate γ-methyl ester,true,informative,1
molecule.ecocyc.4-CARBOXYBENZALDEHYDE,small_molecule,4-carboxybenzaldehyde,true,informative,1
molecule.ecocyc.CPD0-2152,small_molecule,1-stearoyl-sn-glycero-3-phosphoethanolamine,false,informative,1
molecule.ecocyc.CPD-18014,small_molecule,5-hydroxy-6-hydrothymine,false,informative,1
molecule.ecocyc.UDP-D-GLUCOSAMINE,small_molecule,UDP-α-D-glucosamine,false,informative,1
molecule.ecocyc.CPD0-1606,small_molecule,fusidic acid,true,informative,1
molecule.ecocyc.CPD0-2379,small_molecule,glutathionylspermidine disulfide,false,informative,1
molecule.ecocyc.CPD-12539,small_molecule,β-D-glucosamine,false,informative,1
molecule.ecocyc.CMP-GROUP,small_molecule,CMP group,false,informative,1
molecule.ecocyc.CPD-11725,small_molecule,homotaurine,true,informative,1
molecule.ecocyc.ALPHA-NAPHTHYL-ACETATE,small_molecule,α-naphthyl acetate,true,informative,1
molecule.ecocyc.CPD0-2610,small_molecule,cefaclor,true,informative,1
molecule.ecocyc.B-DGAL-HEX-1_5_6_A,small_molecule,b-dgal-HEX-1:5|6:a,false,informative,1
molecule.ecocyc.CPD-12817,small_molecule,"1,2-dipalmitoyl-phosphatidylserine",false,informative,1
molecule.ecocyc.CPD-10773,small_molecule,"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",false,informative,1
molecule.ecocyc.CPD-13398,small_molecule,L-alanyl-L-leucine,false,informative,1
molecule.ecocyc.CPD0-2267,small_molecule,α-ethyl-L-glutamate,true,informative,1
molecule.ecocyc.CPD0-2696,small_molecule,nifuroxime,true,informative,1
molecule.ecocyc.CPD-15242,small_molecule,lipid A-core oligosaccharide pyrophosphoethanolamine,false,informative,1
molecule.ecocyc.CPD0-1088,small_molecule,CHAPS,true,informative,1
molecule.ecocyc.CPD-20757,small_molecule,N-acetyl-muramoyl-(L-alanyl-γ-D-glutamyl-L-lysyl-D-alanine),false,informative,1
molecule.ecocyc.CPD-18370,small_molecule,"phosphatidylethanolamine (1,2-bis-cis-vaccenoyl)",false,informative,1
molecule.ecocyc.CPD-20940,small_molecule,sulfadiazine,true,informative,1
molecule.ecocyc.CPD0-1810,small_molecule,"1,2-di-O-octylglycerol",true,informative,1
molecule.ecocyc.N-23-DIHYDROXYBENZOYL-L-SERINE,small_molecule,"N-(2,3-dihydroxybenzoyl)-L-serine",false,informative,1
molecule.ecocyc.GLYCO-CT-ACETYL,small_molecule,GLYCO-CT-ACETYL,false,informative,1
molecule.ecocyc.CPD0-1314,small_molecule,uridine-5'-diphosphate bromoacetol,true,informative,1
molecule.ecocyc.CPD-22978,small_molecule,4-hydroxy-2-pentenal-5-phosphate,false,informative,1
molecule.ecocyc.CPD0-2394,small_molecule,manganese chloride,true,informative,1
molecule.ecocyc.CPD0-2175,small_molecule,"Fe(III)hydoxamate, unloaded",true,informative,1
molecule.ecocyc.STERONE-RING,small_molecule,sterone-ring,true,informative,1
molecule.ecocyc.FERULIC-ACID,small_molecule,ferulate,true,informative,1
molecule.ecocyc.CPD-13414,small_molecule,α-hydroxyglutarate-γ-lactone,false,informative,1
molecule.ecocyc.CPD-21032,small_molecule,sulfamethoxazole,true,informative,1
molecule.ecocyc.CPD0-2074,small_molecule,1-hexanesulfonate,true,informative,1
molecule.ecocyc.CPD-19411,small_molecule,(2S)-2-amino-4-pentenoate,false,informative,1
molecule.ecocyc.METHYL-GROUP,small_molecule,a methyl group,false,informative,1
molecule.ecocyc.CPD0-1594,small_molecule,"2,4-diamino-6-ethyl-5,3'-(2-trifluoromethyl-4-sulphonamidophenoxy)prop-1'-yloxypyrimidine",true,informative,1
molecule.ecocyc.N-METHYLTRYPTOPHAN,small_molecule,N-methyl-L-tryptophan,true,informative,1
molecule.ecocyc.CPD-7038,small_molecule,methylmethanesulfonate,true,informative,1
molecule.ecocyc.CPD-3682,small_molecule,ethylenediamine,true,informative,1
molecule.ecocyc.CPD0-2274,small_molecule,peptidoglycan dimer with tetrapeptide and tripepetide stems (meso diaminopimelate containing),false,informative,1
molecule.ecocyc.CPD0-1374,small_molecule,2-O-methyl cyclic 3-deoxy-D-arabino-heptulosonate 7-phosphate,false,informative,1
molecule.ecocyc.CPD0-1082,small_molecule,"L-alanyl-γ-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine",false,informative,1
molecule.ecocyc.Ket0-D-Psicose,small_molecule,keto-D-psicose,true,informative,1
molecule.ecocyc.N-ETHYLMALEIMIDE,small_molecule,N-ethylmaleimide,true,informative,1
molecule.ecocyc.2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-,small_molecule,2'-(5''-triphospho-α-D-ribosyl)-3'-dephospho-CoA,false,informative,1
molecule.ecocyc.CPD-13245,small_molecule,8-anilinonaphthalenesulfonate,true,informative,1
molecule.ecocyc.CPD-3570,small_molecule,methyl β-D-glucoside,true,informative,1
molecule.ecocyc.CPD-22527,small_molecule,isopropyl β-D-thiogalactopyranoside,true,informative,1
molecule.ecocyc.CPD0-2249,small_molecule,(E. coli O16 antigen)4-core oligosaccharide-lipid A,false,informative,1
molecule.ecocyc.CPD-15920,small_molecule,2-aminopurine,false,informative,1
molecule.ecocyc.X-DGLC-HEX-1_5,small_molecule,x-dglc-HEX-1:5,false,informative,1
molecule.ecocyc.HSCN,small_molecule,thiocyanate,false,informative,1
molecule.ecocyc.CPD0-1499,small_molecule,N-hydroxy DAP,false,informative,1
molecule.ecocyc.CPD0-1355,small_molecule,dichlorocadmium,true,informative,1
molecule.ecocyc.CPD0-2662,small_molecule,2-O-acetyl-L-fucosyl-(1->3)-β-D-glucopyranosyl-diphosphoundecaprenol,false,informative,1
molecule.ecocyc.CPD0-1484,small_molecule,S-adenosyl-L-(2 hydroxyl-4-methylthio)butanoate,false,informative,1
molecule.ecocyc.2-OCTAPRENYLPHENOL,small_molecule,2-(all-trans-octaprenyl)phenol,true,informative,1
molecule.ecocyc.CPD0-1558,small_molecule,"β-2-thienyl-D,L-Alanine",true,informative,1
molecule.ecocyc.CPD-11209,small_molecule,guanosine 5'-monophosphomorpholidate,false,informative,1
molecule.ecocyc.CPD0-1048,small_molecule,octyl α-D-glucopyranoside,true,informative,1
molecule.ecocyc.CPD0-1945,small_molecule,L-Ala-D-Gln,false,informative,1
molecule.ecocyc.CPD0-1585,small_molecule,"2,4-diamino-6-ethyl-5,3'-(2-trifluoromethylphenoxy)prop-1'-yloxypyrimidine",true,informative,1
molecule.ecocyc.CPD-9115,small_molecule,2-nitrophenyl β-D-galactoside,true,informative,1
molecule.ecocyc.GLYCO-CT-SULFATE,small_molecule,GLYCO-CT-SULFATE,false,informative,1
molecule.ecocyc.CPD0-1900,small_molecule,DL-p-phenylalanine,true,informative,1
molecule.ecocyc.CPD0-1227,small_molecule,triclosan,true,informative,1
molecule.ecocyc.CPD0-1650,small_molecule,2-amino-3-(phosphomethylphosphinyl)propanoate,false,informative,1
molecule.ecocyc.CPD0-1682,small_molecule,dioxane,true,informative,1
molecule.ecocyc.CPD0-2583,small_molecule,"GlcNAc-1,6-anhMurNAc-L-Ala-γ-D-Glu-meso-DAP-D-Ala-D-Ala",false,informative,1
molecule.ecocyc.CPD-9247,small_molecule,cis-vaccenate,false,informative,1
molecule.ecocyc.L-ALA-GAMMA-D-GLU-DAP,small_molecule,L-alanyl-γ-D-glutamyl-meso-diaminopimelate,false,informative,1
molecule.ecocyc.DE-O-GLUCONATE,small_molecule,2-deoxy-D-gluconate,true,informative,1
molecule.ecocyc.O-PHENANTHROLINE,small_molecule,o-phenanthroline,true,informative,1
molecule.ecocyc.CPD-1302,small_molecule,5-methyltetrahydropteroyl tri-L-glutamate,false,informative,1
molecule.ecocyc.OCTAPRENYL-METHYL-OH-METHOXY-BENZQ,small_molecule,3-demethylubiquinol-8,false,informative,1
molecule.ecocyc.CPD-24126,small_molecule,enterobacterial common antigen,false,informative,1
molecule.ecocyc.CPD-11675,small_molecule,ferriheme b,false,informative,1
molecule.ecocyc.CPD-28221,small_molecule,cefiderocol,true,informative,1
molecule.ecocyc.PROPANE-1-2-DIOL,small_molecule,"(S)-propane-1,2-diol",true,informative,1
molecule.ecocyc.CPD-28147,small_molecule,negamycin,true,informative,1
molecule.ecocyc.34-DIHYDROXYPHENYLACETYL-COA,small_molecule,"3,4-dihydroxyphenylacetyl-CoA",false,informative,1
molecule.ecocyc.CPD-25747,small_molecule,"2-amino-3-carboxy-1,4-naphthoquinone",false,informative,1
molecule.ecocyc.CPD0-1358,small_molecule,actinonin,true,informative,1
molecule.ecocyc.UDP-GROUP,small_molecule,UDP group,false,informative,1
molecule.ecocyc.CPD-1492,small_molecule,Be2+,true,informative,1
molecule.ecocyc.CPD0-1675,small_molecule,butyrylcholine,true,informative,1
molecule.ecocyc.NH42SO4,small_molecule,ammonium sulfate,true,informative,1
molecule.ecocyc.CPD0-2253,small_molecule,(S)-3-hydroxy-stearoyl-CoA,false,informative,1
molecule.ecocyc.CPD-13859,small_molecule,methacrylate,true,informative,1
molecule.ecocyc.CPD0-1921,small_molecule,an N3-propylcytosine in DNA,true,informative,1
molecule.ecocyc.CPD-7970,small_molecule,carbonylcyanide m-chlorophenylhydrazone,true,informative,1
molecule.ecocyc.CPD-9035,small_molecule,"L-methionine-D,L-sulphoximine",true,informative,1
molecule.ecocyc.CPD-23431,small_molecule,keto-L-glycero-L-galacto-octuluronate,false,informative,1
molecule.ecocyc.CPD-18350,small_molecule,1-palmitoyl-2-palmitoleoyl-sn-glycerol 3-phosphate,false,informative,1
molecule.ecocyc.CPD0-1123,small_molecule,N-acetyl-β-neuraminate,false,informative,1
molecule.ecocyc.CPD-19159,small_molecule,(S)-3-hydroxy-(11Z)-octadecenoyl-CoA,false,informative,1
molecule.ecocyc.CPD0-1664,small_molecule,(E)-α-monofluoromethyldehydroarginine,true,informative,1
molecule.ecocyc.CPD0-1815,small_molecule,"1,3-dioctanoylglycerol",false,informative,1
molecule.ecocyc.CPD0-1375,small_molecule,"S-adenosyl-1,8-diamino-3-thiooctane",false,informative,1
molecule.ecocyc.CPD-18348,small_molecule,1-cis-vaccenoyl-sn-glycerol-3-phosphate,false,informative,1
molecule.ecocyc.CPD-20969,small_molecule,"5,6-diaminouracil",true,informative,1
molecule.ecocyc.CPD-21033,small_molecule,sulfamonomethoxine,true,informative,1
molecule.ecocyc.3-NITROBENZALDEHYDE,small_molecule,3-nitrobenzaldehyde,true,informative,1
molecule.ecocyc.CPD-21221,small_molecule,4-oxo-2-pentenal,false,informative,1
molecule.ecocyc.CPD0-1239,small_molecule,monofluoromethylputrescine,true,informative,1
molecule.ecocyc.CPD-20571,small_molecule,(L-prolyl)adenylate,false,informative,1
molecule.ecocyc.CPD0-1587,small_molecule,"2,4-diamino-6-methyl-5,3'-(2-trifluoromethylphenoxy)prop-1'-yloxypyrimidine",true,informative,1
