# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Gene identifier assigned by RegulonDB
## (2) Gene name
## (3) Blattner number (bnumber) of the gene
## (4) Gene left end position in the genome
## (5) Gene right end position in the genome
## (6) DNA strand where the gene is coded
## (7) Product Id of the gene
## (8) Product name of the gene
## (9) Evidence that supports the existence of the gene
## (10) PMIDs list
## (11) Evidence confidence level (Confirmed, Strong, Weak)
## (12) All bnumber related to gene
## (13) Other database's id  related to gene
1)geneId	2)geneName	3)bnumber	4)leftEndPos	5)rightEndPos	6)strand	7)productId	8)productName	9)geneEvidences	10)genePMIDS	11)confidenceLevel	12)relatedBnumbers	13)otherDbsIds 
RDBECOLIGNC03705	ydfK	b1544	1633072	1633305	forward	RDBECOLIPDC02359	Qin prophage; cold shock protein YdfK			None		[ASKA:ECK1537+b1544+JW1537+ydfK][STRING:511145.b1544][ASAP:ABE-0005161][ECHOBASE:EB3584][OU-MICROARRAY:b1544][ECOCYC:G6818][REFSEQ:b1544] 
RDBECOLIGNC03706	pinQ	b1545	1633622	1634212	forward	RDBECOLIPDC02360	Qin prophage; putative recombinase PinQ			None		[ASKA:ECK1538+b1545+JW1538+pinQ][STRING:511145.b1545][ASAP:ABE-0005164][ECHOBASE:EB3585][OU-MICROARRAY:b1545][ECOCYC:G6819][REFSEQ:b1545] 
RDBECOLIGNC03707	tfaQ	b1546	1634310	1634885	reverse	RDBECOLIPDC02361	Qin prophage; putative tail fiber assembly protein TfaQ			None		[ASKA:ECK1539+b1546+JW1539+tfaQ][STRING:511145.b1546][ASAP:ABE-0005166][ECHOBASE:EB3586][OU-MICROARRAY:b1546][ECOCYC:G6820][REFSEQ:b1546] 
RDBECOLIGNC03708	stfQ	b1547	1634885	1635847	reverse	RDBECOLIPDC02362	Qin prophage; putative prophage side tail fiber protein StfQ			None		[ASKA:ECK1540+b1547+JW1540+stfQ][KEIO:ECK1540+b1547+JW1540+stfQ][STRING:511145.b1547][ASAP:ABE-0005168][ECHOBASE:EB3587][OU-MICROARRAY:b1547][ECOCYC:G6821][REFSEQ:b1547] 
RDBECOLIGNC03709	ydfO	b1549	1637047	1637457	forward	RDBECOLIPDC02363	Qin prophage; DUF1398 domain-containing protein YdfO			None		[ASKA:ECK1543+b1549+JW5252+ydfO][KEIO:ECK1543+b1549+JW5252+ydfO][STRING:511145.b1549][ASAP:ABE-0005175][ECHOBASE:EB3588][OU-MICROARRAY:b1549][ECOCYC:G6822][REFSEQ:b1549] 
RDBECOLIGNC03710	gnsB	b1550	1637609	1637782	reverse	RDBECOLIPDC02364	Qin prophage; protein GnsB			None		[ASKA:ECK1544+b1550+JW5253+gnsB][KEIO:ECK1544+b1550+JW5253+gnsB][STRING:511145.b1550][ASAP:ABE-0005177][ECHOBASE:EB3598][OU-MICROARRAY:b1550][ECOCYC:G6823][REFSEQ:b1550] 
RDBECOLIGNC03711	ynfN	b1551	1637954	1638109	reverse	RDBECOLIPDC02365	Qin prophage; protein YnfN			None		[ASKA:ECK1545+b1551+JW5254+ynfN][KEIO:ECK1545+b1551+JW5254+ynfN][STRING:511145.b1551][ASAP:ABE-0005180][ECHOBASE:EB4131][OU-MICROARRAY:b1551][ECOCYC:G6824][REFSEQ:b1551] 
RDBECOLIGNC03712	cspI	b1552	1638455	1638667	reverse	RDBECOLIPDC02366	Qin prophage; cold shock-like protein CspI			None		[ASKA:ECK1546+b1552+JW1544+cspI][KEIO:ECK1546+b1552+JW1544+cspI][STRING:511145.b1552][ASAP:ABE-0005183][ECHOBASE:EB3636][OU-MICROARRAY:b1552][ECOCYC:G6825][REFSEQ:b1552] 
RDBECOLIGNC03713	rzpQ	b1553	1639030	1639527	reverse	RDBECOLIPDC02367	Qin prophage; DUF2514 domain-containing protein RzpQ			None		[ASKA:b1573+b1553+ECK1547+rzpQ][KEIO:ECK1547+b1553+JW1545+ydfP][ASAP:ABE-0005187][ECHOBASE:EB3589][OU-MICROARRAY:b1553][ECOCYC:G6826][REFSEQ:b1553] 
RDBECOLIGNC03714	rrrQ	b1554	1639524	1640057	reverse	RDBECOLIPDC02368	Qin prophage; putative lysozyme			None		[ASKA:ECK1548+b1554+JW1546+rrrQ][KEIO:ECK1548+b1554+JW1546+ydfQ][STRING:511145.b1554][ASAP:ABE-0005189][ECHOBASE:EB3590][OU-MICROARRAY:b1554][ECOCYC:G6827][REFSEQ:b1554] 
RDBECOLIGNC03715	ydfR	b1555	1640054	1640365	reverse	RDBECOLIPDC02369	Qin prophage; protein YdfR			None		[ASKA:ECK1549+b1555+JW1547+ydfR][KEIO:ECK1549+b1555+JW1547+ydfR][STRING:511145.b1555][ASAP:ABE-0005192][ECHOBASE:EB3591][OU-MICROARRAY:b1555][ECOCYC:G6828][REFSEQ:b1555] 
RDBECOLIGNC03716	essQ	b1556	1640370	1640585	reverse	RDBECOLIPDC02370	Qin prophage; putative prophage lysis protein EssQ			None		[ASKA:ECK1550+b1556+JW5255+essQ][KEIO:ECK1550+b1556+JW5255+essQ][STRING:511145.b1556][ASAP:ABE-0005197][ECHOBASE:EB3592][ECOO157CYC:Z1350][OU-MICROARRAY:b1556][ECOCYC:G6829][REFSEQ:b1556] 
RDBECOLIGNC03717	ydfT	b1559	1642489	1643241	reverse	RDBECOLIPDC02371	Qin prophage; putative antitermination protein Q			None		[ASKA:ECK1553+b1559+JW1551+quuQ][KEIO:ECK1553+b1559+JW1551+ydfT][STRING:511145.b1559][ASAP:ABE-0005207][ECHOBASE:EB3593][OU-MICROARRAY:b1559][ECOCYC:G6830][REFSEQ:b1559] 
RDBECOLIGNC03718	ydfU	b1560	1643255	1644304	reverse	RDBECOLIPDC02372	Qin prophage; protein YdfU			None		[KEIO:ECK1554+b1560+JW5909+ydfU][STRING:511145.b1560][ASAP:ABE-0005209][ECHOBASE:EB3594][OU-MICROARRAY:b1560][ECOCYC:G6831][REFSEQ:b1560] 
RDBECOLIGNC03719	ydfV	b1565	1645897	1646202	forward	RDBECOLIPDC02373	Qin prophage; protein YdfV			None		[ASKA:ECK1559+b1565+JW1557+ydfV][KEIO:ECK1559+b1565+JW1557+ydfV][STRING:511145.b1565][ASAP:ABE-0005231][ECHOBASE:EB3595][OU-MICROARRAY:b1565][ECOCYC:G6832][REFSEQ:b1565] 
RDBECOLIGNC03720	flxA	b1566	1646405	1646737	forward	RDBECOLIPDC02374	Qin prophage; PF14282 family protein FlxA			None		[ASKA:ECK1560+b1566+JW1558+flxA][KEIO:ECK1560+b1566+JW1558+flxA][STRING:511145.b1566][ASAP:ABE-0005234][ECHOBASE:EB3203][OU-MICROARRAY:b1566][ECOCYC:G6833][REFSEQ:b1566] 
RDBECOLIGNC03721	ydfW	b1567	1647174	1647323	reverse	RDBECOLIPDC02375	Qin prophage; protein YdfW			None		[ASKA:ECK1561+b1567+JW1559+intK][KEIO:ECK1561+b1567+JW1559+ydfW][ASAP:ABE-0005236][ECHOBASE:EB3596][OU-MICROARRAY:b1567][ECOCYC:G6834][REFSEQ:b1567] 
RDBECOLIGNC03722	ydfX	b1568	1647346	1647636	reverse	RDBECOLIPDC02376	Qin prophage; protein YdfX			None		[ASKA:ECK1562+b1568+JW1560+ydfX][KEIO:ECK1562+b1568+JW1560+ydfX][STRING:316407.85675027][ASAP:ABE-0005239][ECHOBASE:EB3597][ECOO157CYC:Z2047][OU-MICROARRAY:b1568][ECOCYC:G6835][REFSEQ:b1568] 
RDBECOLIGNC03723	insD7	b1578	1650881	1651537	forward	RDBECOLIPDC02377	Qin prophage; putative transposase			None		[STRING:511145.b4273][ASAP:ABE-0005268][ECHOBASE:EB4727][ECOO157CYC:Z0322][OU-MICROARRAY:b1578][ECOCYC:G6836][REFSEQ:b1578] 
RDBECOLIGNC03724	intQ	b1579	1651512	1652708	forward	RDBECOLIPDC02378	Qin prophage; putative defective integrase			None		[ASKA:ECK1573+b1579+JW1571+intQ][KEIO:ECK1573+b1579+JW1571+intQ][STRING:316407.85675030][ASAP:ABE-0005270][ECHOBASE:EB2980][OU-MICROARRAY:b1579][ECOCYC:G6837][REFSEQ:b1579] 
RDBECOLIGNC03725	rspB	b1580	1652896	1653915	reverse	RDBECOLIPDC02379	putative zinc-binding dehydrogenase RspB			None		[ASKA:ECK1575+b1580+JW1572+rspB][KEIO:ECK1575+b1580+JW1572+rspB][STRING:511145.b1580][ASAP:ABE-0005272][ECHOBASE:EB2346][OU-MICROARRAY:b1580][ECOCYC:G6838][REFSEQ:b1580] 
RDBECOLIGNC03726	rspA	b1581	1653927	1655141	reverse	RDBECOLIPDC02380	mandelate racemase/muconate lactonizing enzyme family protein RspA			None		[ASKA:ECK1576+b1581+JW1573+rspA][KEIO:ECK1576+b1581+JW1573+rspA][STRING:511145.b1581][ASAP:ABE-0005275][ECHOBASE:EB2345][OU-MICROARRAY:b1581][ECOCYC:G6839][REFSEQ:b1581] 
RDBECOLIGNC03727	ynfA	b1582	1655347	1655673	reverse	RDBECOLIPDC02381	putative transporter YnfA			None		[ASKA:ECK1577+b1582+JW1574+ynfA][KEIO:ECK1577+b1582+JW1574+ynfA][STRING:511145.b1582][ASAP:ABE-0005279][ECHOBASE:EB3600][OU-MICROARRAY:b1582][ECOCYC:G6840][REFSEQ:b1582] 
RDBECOLIGNC03728	ynfB	b1583	1655808	1656149	forward	RDBECOLIPDC02382	DUF1283 domain-containing protein YnfB			None		[ASKA:ECK1578+b1583+JW1575+ynfB][KEIO:ECK1578+b1583+JW1575+ynfB][STRING:511145.b1583][ASAP:ABE-0005284][ECHOBASE:EB3601][OU-MICROARRAY:b1583][ECOCYC:G6841][REFSEQ:b1583] 
RDBECOLIGNC03729	speG	b1584	1656184	1656744	forward	RDBECOLIPDC04305	spermidine <i>N</i>-acetyltransferase			None		[ASKA:ECK1579+b1584+JW1576+speG][KEIO:ECK1579+b1584+JW1576+speG][STRING:511145.b1584][ASAP:ABE-0005286][ECHOBASE:EB2341][OU-MICROARRAY:b1584][ECOCYC:G6842][REFSEQ:b1584] 
RDBECOLIGNC03730	ynfC	b1585	1656747	1657457	reverse	RDBECOLIPDC02383	PF06788 family lipoprotein YnfC			None		[KEIO:ECK1580+b1585+JW5258+ynfC][STRING:511145.b1585][ASAP:ABE-0005288][ECHOBASE:EB3602][OU-MICROARRAY:b1585][ECOCYC:G6843][REFSEQ:b1585] 
RDBECOLIGNC03731	ynfD	b1586	1657565	1657870	forward	RDBECOLIPDC02384	DUF1161 domain-containing protein YnfD			None		[ASKA:ECK1581+b1586+JW5259+ynfD][KEIO:ECK1581+b1586+JW5259+ynfD][STRING:511145.b1586][ASAP:ABE-0005297][ECHOBASE:EB3603][OU-MICROARRAY:b1586][ECOCYC:G6844][REFSEQ:b1586] 
RDBECOLIGNC03732	ynfE	b1587	1658069	1660495	forward	RDBECOLIPDC02385	putative selenate reductase YnfE			None		[ASKA:ECK1582+b1587+JW1579+ynfE][KEIO:ECK1582+b1587+JW1579+ynfE][STRING:511145.b1587][ASAP:ABE-0005302][ECHOBASE:EB3604][OU-MICROARRAY:b1587][ECOCYC:G6845][REFSEQ:b1587] 
RDBECOLIGNC03733	ynfF	b1588	1660556	1662979	forward	RDBECOLIPDC02386	putative selenate reductase YnfF			None		[ASKA:ECK1583+b1588+JW5260+ynfF][KEIO:ECK1583+b1588+JW5260+ynfF][STRING:511145.b1588][ASAP:ABE-0005307][ECHOBASE:EB3605][OU-MICROARRAY:b1588][ECOCYC:G6846][REFSEQ:b1588] 
RDBECOLIGNC03734	ynfG	b1589	1662990	1663607	forward	RDBECOLIPDC02387	putative oxidoreductase YnfG			None		[ASKA:ECK1584+b1589+JW1581+ynfG][KEIO:ECK1584+b1589+JW1581+ynfG][STRING:511145.b1589][ASAP:ABE-0005309][ECHOBASE:EB3606][OU-MICROARRAY:b1589][ECOCYC:G6847][REFSEQ:b1589] 
RDBECOLIGNC03735	ynfH	b1590	1663609	1664463	forward	RDBECOLIPDC02388	putative menaquinol dehydrogenase			None		[ASKA:ECK1585+b1590+JW5261+ynfH][KEIO:ECK1585+b1590+JW5261+ynfH][STRING:511145.b1590][ASAP:ABE-0005311][ECHOBASE:EB3607][OU-MICROARRAY:b1590][ECOCYC:G6848][REFSEQ:b1590] 
RDBECOLIGNC03736	dmsD	b1591	1664506	1665120	forward	RDBECOLIPDC02389	redox enzyme maturation protein DmsD			None		[ASKA:ECK1586+b1591+JW5262+dmsD][KEIO:ECK1586+b1591+JW5262+dmsD][STRING:511145.b1591][ASAP:ABE-0005314][ECHOBASE:EB3608][OU-MICROARRAY:b1591][ECOCYC:G6849][REFSEQ:b1591] 
RDBECOLIGNC03737	clcB	b1592	1665315	1666571	forward	RDBECOLIPDC04569	putative chloride:H<sup>+</sup> antiporter ClcB			None		[ASKA:ECK1587+b1592+JW5263+clcB][KEIO:ECK1587+b1592+JW5263+clcB][MIM:255700][STRING:511145.b1592][ASAP:ABE-0005317][ECHOBASE:EB3609][OU-MICROARRAY:b1592][ECOCYC:G6850][REFSEQ:b1592] 
RDBECOLIGNC03738	bidA	b1593	1666524	1667219	reverse	RDBECOLIPDC02390	dethiobiotin synthetase BidA			None		[ASKA:ECK1588+b1593+JW5264+ynfK][KEIO:ECK1588+b1593+JW5264+ynfK][STRING:511145.b1593][ASAP:ABE-0005319][ECHOBASE:EB3610][OU-MICROARRAY:b1593][ECOCYC:G6851][REFSEQ:b1593] 
RDBECOLIGNC03739	mlc	b1594	1667344	1668564	reverse	RDBECOLIPDC03984	DNA-binding transcriptional repressor Mlc			None		[ASKA:ECK1589+b1594+JW1586+mlc][KEIO:ECK1589+b1594+JW1586+dgsA][MIM:605820][STRING:511145.b1594][ASAP:ABE-0005323][ECHOBASE:EB2950][OU-MICROARRAY:b1594][ECOCYC:G6852][REFSEQ:b1594] 
RDBECOLIGNC03740	ynfL	b1595	1668699	1669592	reverse	RDBECOLIPDC02391	putative DNA-binding transcriptional regulator YnfL			None		[ASKA:ECK1590+b1595+JW1587+ynfL][KEIO:ECK1590+b1595+JW1587+ynfL][STRING:511145.b1595][ASAP:ABE-0005326][ECHOBASE:EB3611][OU-MICROARRAY:b1595][ECOCYC:G6853][REFSEQ:b1595] 
RDBECOLIGNC03741	ynfM	b1596	1669699	1670952	forward	RDBECOLIPDC00170	putative transporter YnfM			None		[ASKA:ECK1591+b1596+JW1588+ynfM][KEIO:ECK1591+b1596+JW1588+ynfM][STRING:511145.b1596][ASAP:ABE-0005333][ECHOBASE:EB2785][OU-MICROARRAY:b1596][ECOCYC:G6854][REFSEQ:b1596] 
RDBECOLIGNC03742	asr	b1597	1671376	1671684	forward	RDBECOLIPDC02392	periplasmic chaperone Asr			None		[ASKA:ECK1592+b1597+JW5826+asr][KEIO:ECK1592+b1597+JW5826+asr][STRING:511145.b1597][ASAP:ABE-0005337][ECHOBASE:EB2069][OU-MICROARRAY:b1597][ECOCYC:G6855][REFSEQ:b1597] 
RDBECOLIGNC03743	ydgD	b1598	1671960	1672781	forward	RDBECOLIPDC02393	putative serine protease YdgD			None		[ASKA:ECK1593+b1598+JW1590+ydgD][KEIO:ECK1593+b1598+JW1590+ydgD][STRING:511145.b1598][ASAP:ABE-0005340][ECHOBASE:EB3684][OU-MICROARRAY:b1598][ECOCYC:G6856][REFSEQ:b1598] 
RDBECOLIGNC03744	mdtI	b1599	1672820	1673149	reverse	RDBECOLIPDC00171	multidrug/spermidine efflux pump membrane subunit MdtI			None		[ASKA:ECK1594+b1599+JW1591+mdtI][KEIO:ECK1594+b1599+JW1591+mdtI][STRING:511145.b1599][ASAP:ABE-0005343][ECHOBASE:EB3685][OU-MICROARRAY:b1599][ECOCYC:G6857][REFSEQ:b1599] 
RDBECOLIGNC03745	mdtJ	b1600	1673136	1673501	reverse	RDBECOLIPDC00172	multidrug/spermidine efflux pump membrane subunit MdtJ			None		[ASKA:ECK1595+b1600+JW1592+mdtJ][KEIO:ECK1595+b1600+JW1592+mdtJ][STRING:511145.b1600][ASAP:ABE-0005345][ECHOBASE:EB3686][OU-MICROARRAY:b1600][ECOCYC:G6858][REFSEQ:b1600] 
RDBECOLIGNC03746	tqsA	b1601	1673913	1674947	forward	RDBECOLIPDC02394	autoinducer 2 exporter			None		[ASKA:ECK1596+b1601+JW1593+tqsA][KEIO:ECK1596+b1601+JW1593+ydgG][STRING:511145.b1601][ASAP:ABE-0005350][ECHOBASE:EB3687][OU-MICROARRAY:b1601][ECOCYC:G6859][REFSEQ:b1601] 
RDBECOLIGNC03747	ydgH	b1604	1678427	1679371	forward	RDBECOLIPDC02395	DUF1471 domain-containing protein YdgH			None		[ASKA:ECK1599+b1604+JW1596+ydgH][STRING:511145.b1604][ASAP:ABE-0005359][ECHOBASE:EB3688][OU-MICROARRAY:b1604][ECOCYC:G6860][REFSEQ:b1604] 
RDBECOLIGNC03748	ydgI	b1605	1679557	1680939	forward	RDBECOLIPDC00100	putative arginine:ornithine antiporter			None		[ASKA:ECK1600+b1605+JW1597+ydgI][KEIO:ECK1600+b1605+JW1597+ydgI][STRING:511145.b1605][ASAP:ABE-0005362][ECHOBASE:EB3689][OU-MICROARRAY:b1605][ECOCYC:G6861][REFSEQ:b1605] 
RDBECOLIGNC03749	folM	b1606	1680976	1681698	forward	RDBECOLIPDC02396	dihydromonapterin reductase			None		[ASKA:ECK1601+b1606+JW1598+folM][KEIO:ECK1601+b1606+JW1598+folM][STRING:511145.b1606][NCBI-GENE:949096][ASAP:ABE-0005364][ECHOBASE:EB2981][OU-MICROARRAY:b1606][ECOCYC:G6862][REFSEQ:b1606] 
RDBECOLIGNC03750	ydgC	b1607	1681695	1682030	reverse	RDBECOLIPDC02397	GlpM family protein			None		[ASKA:ECK1602+b1607+JW1599+ydgC][KEIO:ECK1602+b1607+JW1599+ydgC][STRING:511145.b1607][ASAP:ABE-0005366][ECHOBASE:EB2983][OU-MICROARRAY:b1607][ECOCYC:G6863][REFSEQ:b1607] 
RDBECOLIGNC03751	rstA	b1608	1682159	1682878	forward	RDBECOLIPDC04255	DNA-binding transcriptional regulator RstA			None		[ASKA:ECK1603+b1608+JW1600+rstA][KEIO:ECK1603+b1608+JW1600+rstA][STRING:511145.b1608][ASAP:ABE-0005370][ECHOBASE:EB2982][OU-MICROARRAY:b1608][ECOCYC:G6864][REFSEQ:b1608] 
RDBECOLIGNC03752	ydgA	b1614	1689852	1691360	forward	RDBECOLIPDC02398	DUF945 domain-containing protein YdgA			None		[ASKA:ECK1609+b1614+JW1606+ydgA][KEIO:ECK1609+b1614+JW1606+ydgA][STRING:511145.b1614][ASAP:ABE-0005402][ECHOBASE:EB2351][OU-MICROARRAY:b1614][ECOCYC:G6865][REFSEQ:b1614] 
RDBECOLIGNC03753	uidC	b1615	1691586	1692851	reverse	RDBECOLIPDC02399	outer membrane porin family protein UidC			None		[ASKA:ECK1610+b1615+JW1607+uidC][KEIO:ECK1610+b1615+JW1607+uidC][STRING:511145.b1615][ASAP:ABE-0005405][ECHOBASE:EB2534][OU-MICROARRAY:b1615][ECOCYC:G6866][REFSEQ:b1615] 
RDBECOLIGNC03754	uidR	b1618	1696462	1697052	reverse	RDBECOLIPDC02400	DNA-binding transcriptional repressor UidR			None		[ASKA:ECK1613+b1618+JW1610+uidR][KEIO:ECK1613+b1618+JW1610+uidR][STRING:511145.b1618][ASAP:ABE-0005415][ECHOBASE:EB2533][OU-MICROARRAY:b1618][ECOCYC:G6867][REFSEQ:b1618] 
RDBECOLIGNC03755	ydgJ	b1624	1703268	1704308	reverse	RDBECOLIPDC02401	putative oxidoreductase YdgJ			None		[ASKA:ECK1619+b1624+JW5265+ydgJ][KEIO:ECK1619+b1624+JW5265+ydgJ][STRING:511145.b1624][ASAP:ABE-0005437][ECHOBASE:EB3690][OU-MICROARRAY:b1624][ECOCYC:G6868][REFSEQ:b1624] 
RDBECOLIGNC03756	cnu	b1625	1704949	1705164	forward	RDBECOLIPDC02402	H-NS- and StpA-binding protein			None		[ASKA:ECK1621+b1625+JW1617+cnu][KEIO:ECK1621+b1625+JW1617+ydgT][STRING:511145.b1625][ASAP:ABE-0005443][ECHOBASE:EB4050][OU-MICROARRAY:b1625][ECOCYC:G6869][REFSEQ:b1625] 
RDBECOLIGNC03757	ydgK	b1626	1705250	1705690	forward	RDBECOLIPDC02403	DUF2569 domain-containing inner membrane protein YdgK			None		[ASKA:ECK1622+b1626+JW1618+ydgK][KEIO:ECK1622+b1626+JW1618+ydgK][STRING:511145.b1626][ASAP:ABE-0005447][ECHOBASE:EB3691][OU-MICROARRAY:b1626][ECOCYC:G6870][REFSEQ:b1626] 
RDBECOLIGNC03758	rsxA	b1627	1705767	1706348	forward	RDBECOLIPDC02404	SoxR [2Fe-2S] reducing system protein RsxA			None		[ASKA:ECK1623+b1627+JW1619+rsxA][KEIO:ECK1623+b1627+JW1619+rsxA][STRING:511145.b1627][ASAP:ABE-0005450][ECHOBASE:EB3692][OU-MICROARRAY:b1627][ECOCYC:G6871][REFSEQ:b1627] 
RDBECOLIGNC03759	rsxB	b1628	1706348	1706926	forward	RDBECOLIPDC02405	SoxR [2Fe-2S] reducing system protein RsxB			None		[ASKA:ECK1624+b1628+JW1620+rsxB][KEIO:ECK1624+b1628+JW1620+rsxB][STRING:511145.b1628][ASAP:ABE-0005452][ECHOBASE:EB3693][OU-MICROARRAY:b1628][ECOCYC:G6872][REFSEQ:b1628] 
RDBECOLIGNC03760	rsxC	b1629	1706919	1709141	forward	RDBECOLIPDC02406	SoxR [2Fe-2S] reducing system protein RsxC			None		[ASKA:ECK1625+b1629+JW1621+rsxC][KEIO:ECK1625+b1629+JW1621+rsxC][STRING:511145.b1629][ASAP:ABE-0005454][ECHOBASE:EB3694][OU-MICROARRAY:b1629][ECOCYC:G6873][REFSEQ:b1629] 
RDBECOLIGNC03761	rsxD	b1630	1709142	1710200	forward	RDBECOLIPDC02407	SoxR [2Fe-2S] reducing system protein RsxD			None		[ASKA:ECK1626+b1630+JW1622+rsxD][KEIO:ECK1626+b1630+JW1622+rsxD][STRING:511145.b1630][ASAP:ABE-0005457][ECHOBASE:EB3695][OU-MICROARRAY:b1630][ECOCYC:G6874][REFSEQ:b1630] 
RDBECOLIGNC03762	rsxG	b1631	1710204	1710824	forward	RDBECOLIPDC02408	SoxR [2Fe-2S] reducing system flavoprotein RsxG			None		[ASKA:ECK1627+b1631+JW1623+rsxG][KEIO:ECK1627+b1631+JW1623+rsxG][STRING:511145.b1631][ASAP:ABE-0005459][ECHOBASE:EB3696][OU-MICROARRAY:b1631][ECOCYC:G6875][REFSEQ:b1631] 
RDBECOLIGNC03763	rsxE	b1632	1710828	1711523	forward	RDBECOLIPDC02409	SoxR [2Fe-2S] reducing system protein RsxE			None		[ASKA:ECK1628+b1632+JW1624+rsxE][KEIO:ECK1628+b1632+JW1624+rsxE][STRING:511145.b1632][ASAP:ABE-0005461][ECHOBASE:EB3697][OU-MICROARRAY:b1632][ECOCYC:G6876][REFSEQ:b1632] 
RDBECOLIGNC03764	dtpA	b1634	1712769	1714271	forward	RDBECOLIPDC00173	dipeptide/tripeptide:H<sup>+</sup> symporter DtpA			None		[ASKA:ECK1630+b1634+JW1626+dtpA][KEIO:ECK1630+b1634+JW1626+ydgR][STRING:511145.b1634][ASAP:ABE-0005469][ECHOBASE:EB3698][OU-MICROARRAY:b1634][ECOCYC:G6877][REFSEQ:b1634] 
RDBECOLIGNC03765	gstA	b1635	1714377	1714982	forward	RDBECOLIPDC03354	glutathione <i>S</i>-transferase GstA			None		[ASKA:ECK1631+b1635+JW1627+gstA][KEIO:ECK1631+b1635+JW1627+gst][STRING:511145.b1635][ASAP:ABE-0005473][ECHOBASE:EB2497][OU-MICROARRAY:b1635][ECOCYC:G6878][REFSEQ:b1635] 
RDBECOLIGNC03766	pdxY	b1636	1715026	1715889	reverse	RDBECOLIPDC04009	pyridoxal kinase 2			None		[ASKA:ECK1632+b1636+JW1628+pdxY][KEIO:ECK1632+b1636+JW1628+pdxY][STRING:511145.b1636][ASAP:ABE-0005475][ECHOBASE:EB3699][OU-MICROARRAY:b1636][ECOCYC:G6879][REFSEQ:b1636] 
RDBECOLIGNC03767	anmK	b1640	1718493	1719602	reverse	RDBECOLIPDC02410	anhydro-<i>N</i>-acetylmuramic acid kinase			None		[ASKA:ECK1636+b1640+JW1632+anmK][KEIO:ECK1636+b1640+JW1632+ydhH][STRING:511145.b1640][ASAP:ABE-0005488][ECHOBASE:EB3700][OU-MICROARRAY:b1640][ECOCYC:G6880][REFSEQ:b1640] 
RDBECOLIGNC03768	slyB	b1641	1719876	1720343	forward	RDBECOLIPDC02411	outer membrane lipoprotein SlyB			None		[ASKA:ECK1637+b1641+JW1633+slyB][KEIO:ECK1637+b1641+JW1633+slyB][STRING:511145.b1641][ASAP:ABE-0005493][ECHOBASE:EB3185][OU-MICROARRAY:b1641][ECOCYC:G6881][REFSEQ:b1641] 
RDBECOLIGNC03769	slyA	b1642	1720390	1720824	reverse	RDBECOLIPDC02412	DNA-binding transcriptional dual regulator SlyA			None		[ASKA:ECK1638+b1642+JW5267+slyA][KEIO:ECK1638+b1642+JW5267+slyA][STRING:511145.b1642][ASAP:ABE-0005495][ECHOBASE:EB3184][OU-MICROARRAY:b1642][ECOCYC:G6882][REFSEQ:b1642] 
RDBECOLIGNC03770	ydhI	b1643	1721025	1721261	forward	RDBECOLIPDC02413	DUF1656 domain-containing protein YdhI			None		[ASKA:ECK1639+b1643+JW1635+ydhI][KEIO:ECK1639+b1643+JW1635+ydhI][STRING:511145.b1643][ASAP:ABE-0005499][ECHOBASE:EB3701][OU-MICROARRAY:b1643][ECOCYC:G6883][REFSEQ:b1643] 
RDBECOLIGNC03771	ydhJ	b1644	1721264	1722121	forward	RDBECOLIPDC02414	putative membrane fusion protein YdhJ			None		[ASKA:ECK1640+b1644+JW1636+ydhJ][KEIO:ECK1640+b1644+JW1636+ydhJ][STRING:511145.b1644][ASAP:ABE-0005501][ECHOBASE:EB3702][OU-MICROARRAY:b1644][ECOCYC:G6884][REFSEQ:b1644] 
RDBECOLIGNC03772	ydhK	b1645	1722121	1724133	forward	RDBECOLIPDC02415	putative transporter YdhK			None		[ASKA:ECK1641+b1645+JW1637+ydhK][KEIO:ECK1641+b1645+JW1637+ydhK][STRING:511145.b1645][ASAP:ABE-0005503][ECHOBASE:EB3703][OU-MICROARRAY:b1645][ECOCYC:G6885][REFSEQ:b1645] 
RDBECOLIGNC03773	sodC	b1646	1724134	1724655	reverse	RDBECOLIPDC02416	superoxide dismutase (Cu-Zn)			None		[ASKA:ECK1642+b1646+JW1638+sodC][KEIO:ECK1642+b1646+JW1638+sodC][STRING:511145.b1646][ASAP:ABE-0005505][ECHOBASE:EB3195][OU-MICROARRAY:b1646][ECOCYC:G6886][REFSEQ:b1646] 
RDBECOLIGNC03774	ydhF	b1647	1724736	1725632	reverse	RDBECOLIPDC02417	putative oxidoreductase YdhF			None		[ASKA:ECK1643+b1647+JW1639+ydhF][KEIO:ECK1643+b1647+JW1639+ydhF][STRING:511145.b1647][ASAP:ABE-0005508][ECHOBASE:EB3196][OU-MICROARRAY:b1647][ECOCYC:G6887][REFSEQ:b1647] 
