# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) sigmaName. Sigma Name
## (2) regulatedName. TU regulated by the Sigma Factor (regulated TU)
## (3) function. Regulatory Function of the Sigma on the regulated TU (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma38	speC[speCp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	sra[srap]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ssrS-ygfA[ssrSp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	ssrS[ssrSp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	sucABCD-sdhX[sucAp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sucAB[sucAp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	talA-tktB[talAp1]	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	talA-tktB[talAp2]	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	tam[tamp]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	tktB[tktBp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	tolC-ygiBC[tolCp4]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	topA[topAp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	tpiA[tpiAp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	treA[treAp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	treF[treFp]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	uspB[uspBp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,EXP-IMP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	wrbA-yccJ[wrbAp]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	xapAB[xapAp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	xthA[xthAp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yabI[yabIp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yadV-htrE[yadVp2]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ybgA-phr[ybgAp1]	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ybgA-phr[ybgAp2]	+	[COMP-AINF,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ybiI[ybiIp6]	+	[COMP-HINF,EXP-IDA,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF]	W 
sigma38	ybjP[ybjPp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ycgZ-ymgA-ariR-ymgC[ycgZp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yciGFE[yciGp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yciG[yciGp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yciT[yciTp]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yciZT[yciZp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydbD[ydbDp]	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ydbK-ompN[ydbKp4]	+	[COMP-HINF,EXP-IDA,COMP-AINF]	W 
sigma38	ydcSTUV-patD[ydcSp1]	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yddG[yddGp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhYVWXUT[ydhYp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yeiL[yeiLp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	yffO-yffP[yffOp]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yggE[yggEp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yggE[yggEp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yhfG-fic-pabA[yhfGp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IMP]	C 
sigma38	yhiM[yhiMp]	+	[COMP-HINF,EXP-IEP,EXP-IPI,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yhjG[yhjGp]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yiaG[yiaGp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yihG[yihGp]	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	yjcC[yjcCp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	ynfB-speG[ynfBp]	+	[EXP-IEP,EXP-IPI,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	ynfEFGH-dmsD[ynfEp2]	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma38	yqjCDEK[yqjCp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	yqjD[yqjDp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	ytfK[ytfKp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	znuA[znuAp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	acrD[acrDp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	actP[actPp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	argT-hisJQMP[argTp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	aslB[aslBp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	astCADBE[astCp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	atoDAEB[atoDp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IMP]	W 
sigma54	chaC[chaCp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IEP]	W 
sigma54	dcuD[dcuDp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	ddpXABCDF[ddpXp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	emrD[emrDp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	fdhF[fdhFp]	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma54	flhDC[flhDp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	glmY[glmYp1]	+	[COMP-HINF,EXP-IDA,EXP-IMP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma54	glnAZLG[glnAp2]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glnAZ[glnAp2]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glnHPQ[glnHp2]	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma54	glnK-amtB[glnKp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	glpQ[glpQp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma54	gltI-sroC-gltJKL[gltIp2]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	gnsA[gnsAp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma54	htpG[htpGp3]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	hycABCDEFGHI[hycAp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hydN-hypF[hydNp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma54	hyfABCDEFGHIJR-focB[hyfAp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma54	hypABCDE-fhlA[hypAp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hypABCDE[hypAp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	ibpB[ibpBp]	+	[EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma54	nac[nacp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	nikABCDER[nikAp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	norVW[norVp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma54	patA[patAp2]	+	[EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	potFGHI[potFp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	prpBCDE[prpBp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	pspABCDE[pspAp]	+	[COMP-HINF,EXP-IMP,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	pspG[pspGp]	+	[COMP-AINF,COMP,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma54	puuP[puuPp]	+	[COMP-HINF,COMP-AINF-SIMILAR-TO-CONSENSUS,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	radD[radDp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	relA[relAp3]	+	[COMP-HINF,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	relA[relAp4]	+	[EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	rhaD[rhaDp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	rpoH[rpoHp6]	+	[EXP-IMP,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	rseD-rpoE-rseABC[rseDp1]	+	[COMP-HINF,EXP-IDA,EXP-IEP,EXP-IPI,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	rtcBA[rtcBp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	rtcR[rtcRp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	rutABCDEFG[rutAp]	+	[COMP-HINF,COMP-AINF-SIMILAR-TO-CONSENSUS,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	xapB[xapBp3]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma54	xdhABC[xdhAp2]	+	[COMP-HINF,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma54	yaaU[yaaUp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	yahE[yahEp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IEP]	W 
sigma54	yeaGH[yeaGp1]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	ygfK-ssnA[ygfKp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	yhdWXYZ[yhdWp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	yhjC[yhjCp]	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	zraP[zraPp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	zraSR[zraSp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	None[rplVp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF]	W 
sigma70	accA[accAp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	accBC[accBp1]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	accD[accDp]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	aceBAK[aceBp]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	aceEF[aceEp1]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma70	acnA[acnAp1]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	acnA[acnAp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	S 
sigma70	acnB[acnBp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	acpP-fabF[acpPp]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	acpP[acpPp]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	acrAB[acrAp]	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1,COMP-AINF]	W 
sigma70	acrD[acrDp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	acrEF[acrEp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	acrR[acrRp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	acrZ[acrZp]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	acs-yjcHG[acsp1]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	acs-yjcHG[acsp2]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	ada-alkB[adap]	+	[EXP-IEP,EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	add[addp6]	+	[COMP-AINF]	W 
sigma70	ade[adep]	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	adhE[adhEp1]	+	[EXP-IMP,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	adiA[adiAp]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma70	agaR[agaRp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	agaSYBCDI[agaSp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	ahpCF[ahpCp1]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	ahpCF[ahpCp2]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	aidB[aidBp1]	+	[EXP-IEP,EXP-IMP,EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	alaC[alaCp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	alaE[alaEp]	+	[COMP-HINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	alaWX[alaWp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	aldA[aldAp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	alkA[alkAp]	+	[EXP-IDA,EXP-IEP,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,COMP-AINF]	S 
sigma70	alkB[alkBp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	allB[allBp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma70	allB[allBp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma70	allB[allBp3]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma70	allDC-ylbA[allDp]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	alsRBACE[alsRp1]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	alsRBACE[alsRp2]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	amiA-hemF[amiAp]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	ampC[ampCp]	+	[COMP-AINF,EXP-IMP]	W 
sigma70	amyA[amyAp]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	ansB[ansBp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	appCBA-yccB[appCp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	appY[appYp1]	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	appY[appYp3]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	apt[aptp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	araBAD[araBp]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	araC[araCp]	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
