# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) promoterId. Promoter Id
## (7) promoterName. Promoter Name
## (8) terminatorIds. Ids of the terminators associated to transcription unit
## (9) tuEvidence. Evidence that supports the existence of the transcription unit
## (10) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (11) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (12) PMIDs. PMIDs associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)promoterId	7)promoterName	8)terminatorIds	9)tuEvidence	10)addEvidence	11)confidenceLevel	12)PMIDs 
RDBECOLITUC02863	yjcB	RDBECOLIOPC02165	yjcB	yjcB	RDBECOLIPMC00568	yjcBp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02864	yjcC	RDBECOLIOPC01224	yjcC	pdeC	RDBECOLIPMC00307	yjcCp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02865	yjeH	RDBECOLIOPC02311	yjeH	yjeH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02866	queG	RDBECOLIOPC00077	queG	queG	RDBECOLIPMC00276	queGp		COMP-AINF-SINGLE-DIRECTON:W		W	8830270 
RDBECOLITUC02867	yjfP	RDBECOLIOPC00378	yjfP	yjfP				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02868	yjfY	RDBECOLIOPC01402	yjfY	yjfY				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02869	yjfZ	RDBECOLIOPC00234	yjfZ	yjfZ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02870	yjgA	RDBECOLIOPC00346	yjgA	yjgA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02871	yjgB	RDBECOLIOPC02477	yjgB	ahr				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02872	yjgD	RDBECOLIOPC02867	rraB	rraB	RDBECOLIPMC00211	rraBp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF-SINGLE-DIRECTON:W		S	19717586 
RDBECOLITUC02873	yjgM	RDBECOLIOPC00485	yjgM	yjgM				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02874	yjgN	RDBECOLIOPC00445	yjgN	yjgN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02875	yjgZ	RDBECOLIOPC00788	yjgZ	yjgZ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02876	yjhD	RDBECOLIOPC00295	yjhD	yjhD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02877	yjhR	RDBECOLIOPC01660	yjhR	yjhR				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02878	yjiC	RDBECOLIOPC00906	yjiC	yjiC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02879	yjiR	RDBECOLIOPC00266	yjiR	yjiR				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02880	yjjK	RDBECOLIOPC00107	yjjK	ettA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02881	yjjN	RDBECOLIOPC00374	yjjN	lgoD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02882	yjjX	RDBECOLIOPC02077	yjjX	yjjX				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02883	yjjZ	RDBECOLIOPC02217	yjjZ	yjjZ	RDBECOLIPMC00305	yjjZp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02884	ykgL	RDBECOLIOPC02288	ykgL	ykgL				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02885	rimO	RDBECOLIOPC01393	rimO	rimO	RDBECOLIPMC03329	rimOp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02886	gstB	RDBECOLIOPC00950	gstB	gstB	RDBECOLIPMC03330	gstBp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02887	ymfI	RDBECOLIOPC00401	ymfI	ymfI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02888	ynaI	RDBECOLIOPC00486	ynaI	ynaI	RDBECOLIPMC00071	ynaIp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02889	yncD	RDBECOLIOPC01140	yncD	pqqU				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02890	yncE	RDBECOLIOPC01474	yncE	yncE	RDBECOLIPMC00077	yncEp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02891	ynfC	RDBECOLIOPC00929	ynfC	ynfC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02892	yniB	RDBECOLIOPC01816	yniB	yniB	RDBECOLIPMC00092	yniBp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02893	ynjF	RDBECOLIOPC02194	ynjF	ynjF	RDBECOLIPMC00552	ynjFp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02894	ynjH	RDBECOLIOPC02786	ynjH	ynjH	RDBECOLIPMC03034	ynjHp1		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02895	yoaE	RDBECOLIOPC01082	yoaE	yoaE	RDBECOLIPMC03287	yoaEp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02896	yoaF	RDBECOLIOPC02171	yoaF	yoaF				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02897	yoaH	RDBECOLIOPC01484	yoaH	yoaH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02898	yoaI	RDBECOLIOPC02591	yoaI	yoaI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02899	yobH	RDBECOLIOPC02350	yobH	yobH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02900	yodD	RDBECOLIOPC00213	yodD	yodD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02901	yohD	RDBECOLIOPC00345	yohD	yohD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02902	ypdI	RDBECOLIOPC01386	ypdI	ypdI				COMP-AINF-SINGLE-DIRECTON:W		W	29468195 
RDBECOLITUC02903	yphH	RDBECOLIOPC01422	yphH	yphH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02904	yqeK	RDBECOLIOPC02111	yqeK	yqeK				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02905	yqgC	RDBECOLIOPC02329	yqgC	yqgC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02906	yqgD	RDBECOLIOPC00118	yqgD	yqgD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02907	yqhA	RDBECOLIOPC02229	yqhA	yqhA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02908	yqhC	RDBECOLIOPC00638	yqhC	yqhC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02909	nfeR	RDBECOLIOPC00847	nfeR	nfeR	RDBECOLIPMC02996	nfeRp		COMP-AINF-SINGLE-DIRECTON:W		W	34220787 
RDBECOLITUC02910	yraL	RDBECOLIOPC01568	yraL	rsmI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02911	yrdA	RDBECOLIOPC00039	yrdA	yrdA	RDBECOLIPMC03257	yrdAp		COMP-AINF-SINGLE-DIRECTON:W		W	31639222 
RDBECOLITUC02912	ysgA	RDBECOLIOPC02131	ysgA	ysgA	RDBECOLIPMC02997	ysgAp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02913	ytfA	RDBECOLIOPC01336	ytfA	ytfA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02914	ytfB	RDBECOLIOPC00270	ytfB	ytfB	RDBECOLIPMC00206	ytfBp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02915	ytfH	RDBECOLIOPC00662	ytfH	ytfH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02916	ytjC	RDBECOLIOPC01432	ytjC	ytjC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02917	zupT	RDBECOLIOPC01292	zupT	zupT	RDBECOLIPMC00563	zupTp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02918	zur	RDBECOLIOPC01590	zur	zur				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02919	ybjD	RDBECOLIOPC02566	ybjD	ybjD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02920	ybjK	RDBECOLIOPC00403	ybjK	rcdA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02921	ybjM	RDBECOLIOPC00707	ybjM	ybjM				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02922	ycaK	RDBECOLIOPC02456	ycaK	ycaK				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02923	ycaN	RDBECOLIOPC00404	ycaN	ycaN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02924	ycbC	RDBECOLIOPC00657	ycbC	elyC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02925	matP	RDBECOLIOPC01118	matP	matP	RDBECOLIPMC00051	matPp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02926	ycbX	RDBECOLIOPC00310	ycbX	ycbX				COMP-AINF-SINGLE-DIRECTON:W		W	21398637 
RDBECOLITUC02927	yccR	RDBECOLIOPC01750	yccR	sxy	RDBECOLIPMC02501	sxyp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02928	yccU	RDBECOLIOPC01745	yccU	yccU				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02929	yccX	RDBECOLIOPC00190	yccX	yccX				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02930	ycdT	RDBECOLIOPC02340	ycdT	dgcT	RDBECOLIPMC00258	ycdTp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF-SINGLE-DIRECTON:W		S	18713317 
RDBECOLITUC02931	yceF	RDBECOLIOPC00718	yceF	yceF				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02932	comR	RDBECOLIOPC01935	comR	comR	RDBECOLIPMC00544	comRp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02933	bhsA	RDBECOLIOPC00476	bhsA	bhsA	RDBECOLIPMC00545	bhsAp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02934	ycgB	RDBECOLIOPC00042	ycgB	ycgB	RDBECOLIPMC00063	ycgBp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02935	ycgJ	RDBECOLIOPC01084	ycgJ	ycgJ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02936	pliG	RDBECOLIOPC01187	pliG	pliG				COMP-AINF-SINGLE-DIRECTON:W		W	32385082 
RDBECOLITUC02937	ychH	RDBECOLIOPC01975	ychH	ychH	RDBECOLIPMC03128	ychHp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02938	ychN	RDBECOLIOPC00512	ychN	ychN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02939	ychO	RDBECOLIOPC00060	ychO	ychO	RDBECOLIPMC02998	ychOp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02940	yciN	RDBECOLIOPC00013	yciN	yciN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02941	ycjG	RDBECOLIOPC00696	ycjG	ycjG	RDBECOLIPMC00070	ycjGp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02942	ycjW	RDBECOLIOPC01462	ycjW	ycjW				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02943	ydaL	RDBECOLIOPC00038	ydaL	smrA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02944	ydaM	RDBECOLIOPC02012	ydaM	dgcM				COMP-AINF-SINGLE-DIRECTON:W		W	17010156 
RDBECOLITUC02945	ydbJ	RDBECOLIOPC01137	ydbJ	ydbJ	RDBECOLIPMC00547	ydbJp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02946	ydbK	RDBECOLIOPC02720	ydbK-ompN	ydbK	RDBECOLIPMC00546	ydbKp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02947	ydcI	RDBECOLIOPC00442	ydcI	ydcI	RDBECOLIPMC00548	ydcIp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02948	ydcK	RDBECOLIOPC00109	ydcK	ydcK				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02949	ydcO	RDBECOLIOPC01953	ydcO	ydcO				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02950	yddH	RDBECOLIOPC01369	yddH	yddH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02951	eamA	RDBECOLIOPC00687	eamA	eamA				EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF-SINGLE-DIRECTON:W		S	8383113 
RDBECOLITUC02952	ydeE	RDBECOLIOPC00911	ydeE	ydeE				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02953	ydeJ	RDBECOLIOPC02117	ydeJ	ydeJ	RDBECOLIPMC00285	ydeJp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02954	ydgC	RDBECOLIOPC01079	ydgC	ydgC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02955	ydgJ	RDBECOLIOPC01683	ydgJ	ydgJ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02956	ydhQ	RDBECOLIOPC00963	ydhQ	ydhQ	RDBECOLIPMC03152	ydhQp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02957	ydiP	RDBECOLIOPC01638	ydiP	ydiP	RDBECOLIPMC00091	ydiPp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02958	yeaL	RDBECOLIOPC01138	yeaL	yeaL	RDBECOLIPMC00097	yeaLp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02959	yeaM	RDBECOLIOPC01058	yeaM	nimR	RDBECOLIPMC02503	nimRp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02960	yeaP	RDBECOLIOPC01486	yeaP	dgcP	RDBECOLIPMC00553	yeaPp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02961	yebQ	RDBECOLIOPC02094	yebQ	yebQ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02962	yecF	RDBECOLIOPC00532	yecF	yecF	RDBECOLIPMC03035	yecFp	RDBECOLITMC00233	COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02963	yecH	RDBECOLIOPC00279	yecH	yecH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02964	yedA	RDBECOLIOPC00482	yedA	yedA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02965	yedD	RDBECOLIOPC00832	yedD	yedD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02966	yedP	RDBECOLIOPC01623	yedP	yedP				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02967	yegD	RDBECOLIOPC01557	yegD	yegD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02968	yegE	RDBECOLIOPC00052	yegE	dgcE				COMP-AINF-SINGLE-DIRECTON:W		W	19332833 
RDBECOLITUC02969	yegH	RDBECOLIOPC00338	yegH	yegH	RDBECOLIPMC00111	yegHp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02970	yegI	RDBECOLIOPC00233	yegI	yegI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02971	yegJ	RDBECOLIOPC01803	yegJ	yegJ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02972	yeiG	RDBECOLIOPC00136	yeiG	yeiG				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02973	yejK	RDBECOLIOPC00845	yejK	yejK				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02974	yfaH	RDBECOLIOPC02540	yfaH	yfaH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02975	yfaL	RDBECOLIOPC02427	yfaL	yfaL				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02976	nudI	RDBECOLIOPC00423	nudI	nudI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02977	yfbK	RDBECOLIOPC02224	yfbK	yfbK				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02978	yfbN	RDBECOLIOPC01301	yfbN	yfbN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02979	smrB	RDBECOLIOPC00771	smrB	smrB				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02980	yfdY	RDBECOLIOPC02405	yfdY	yfdY				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02981	yfeH	RDBECOLIOPC02388	yfeH	yfeH				COMP-AINF-SINGLE-DIRECTON:W		W	34220787 
RDBECOLITUC02982	yfeN	RDBECOLIOPC02317	yfeN	yfeN				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02983	yfeR	RDBECOLIOPC00407	yfeR	yfeR				COMP-AINF-SINGLE-DIRECTON:W		W	34220787 
RDBECOLITUC02984	yfgF	RDBECOLIOPC00420	yfgF	pdeF	RDBECOLIPMC00493	yfgFp		COMP-AINF-SINGLE-DIRECTON:W		W	40049517 
RDBECOLITUC02985	yfgO	RDBECOLIOPC01295	yfgO	yfgO				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02986	yfiC	RDBECOLIOPC00539	yfiC	yfiC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02987	yfiE	RDBECOLIOPC00198	yfiE	yfiE				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02988	yfiF	RDBECOLIOPC01741	yfiF	yfiF				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02989	yfiK	RDBECOLIOPC01043	yfiK	eamB				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02990	yfjH	RDBECOLIOPC00986	yfjH	yfjH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02991	alaE	RDBECOLIOPC00074	alaE	alaE	RDBECOLIPMC02539	alaEp		COMP-AINF-SINGLE-DIRECTON:W		W	31186337;28057466;19767843 
RDBECOLITUC02992	ygbI	RDBECOLIOPC00468	ygbI	ygbI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02993	ygdI	RDBECOLIOPC00804	ygdI	ygdI				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02994	ygeV	RDBECOLIOPC01147	ygeV	ygeV	RDBECOLIPMC00145	ygeVp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02995	ygfZ	RDBECOLIOPC01987	ygfZ	ygfZ	RDBECOLIPMC00147	ygfZp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02996	yggR	RDBECOLIOPC00601	yggR	yggR				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02997	yghT	RDBECOLIOPC01538	yghT	yghT				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02998	yghU	RDBECOLIOPC00759	yghU	yghU	RDBECOLIPMC00151	yghUp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC02999	yghZ	RDBECOLIOPC01062	yghZ	gpr				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03000	ygiD	RDBECOLIOPC00774	ygiD	ygiD				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03001	ygiH	RDBECOLIOPC00379	ygiH	plsY				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03002	ttdR	RDBECOLIOPC01342	ttdR	ttdR	RDBECOLIPMC00359	ttdRp		COMP-AINF-SINGLE-DIRECTON:W		W	19661178;34475859 
RDBECOLITUC03003	ygiZ	RDBECOLIOPC02585	ygiZ	ygiZ	RDBECOLIPMC02478	ygiZp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03004	aaeR	RDBECOLIOPC02418	aaeR	aaeR	RDBECOLIPMC00566	aaeRp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03005	abgR	RDBECOLIOPC01452	abgR	abgR			RDBECOLITMC00120	COMP-AINF-SINGLE-DIRECTON:W		W	32571968 
RDBECOLITUC03006	dcuD	RDBECOLIOPC02283	dcuD	dcuD	RDBECOLIPMC02999	dcuDp2		COMP-AINF-SINGLE-DIRECTON:W		W	0010525738 
RDBECOLITUC03007	omrB	RDBECOLIOPC00078	omrB	omrB	RDBECOLIPMC03000	omrBp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	14602901;31540875 
RDBECOLITUC03008	omrA	RDBECOLIOPC00201	omrA	omrA	RDBECOLIPMC03001	omrAp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	11448770;31540875 
RDBECOLITUC03009	acpH	RDBECOLIOPC01314	acpH	acpH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03010	ade	RDBECOLIOPC01792	ade	adeD	RDBECOLIPMC00519	adep		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03011	ais	RDBECOLIOPC02468	ais	ais				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03012	amiC	RDBECOLIOPC02440	amiC	amiC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03013	ampH	RDBECOLIOPC01563	ampH	ampH	RDBECOLIPMC03303	ampHp1		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03014	aslA	RDBECOLIOPC00178	aslA	aslA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03015	bioH	RDBECOLIOPC00589	bioH	bioH	RDBECOLIPMC00567	bioHp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03016	bisC	RDBECOLIOPC00323	bisC	bisC				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03017	can	RDBECOLIOPC02657	can	can	RDBECOLIPMC03150	canp		EXP-IEP:W;COMP-AINF-SINGLE-DIRECTON:W		W	16818608 
RDBECOLITUC03018	chaA	RDBECOLIOPC01005	chaA	chaA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03019	crcB	RDBECOLIOPC02277	crcB	crcB				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03020	cspF	RDBECOLIOPC02582	cspF	cspF				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03021	cspH	RDBECOLIOPC00306	cspH	cspH				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03022	dacB	RDBECOLIOPC00102	dacB	dacB				COMP-AINF-SINGLE-DIRECTON:W		W	34475859 
RDBECOLITUC03023	dacC	RDBECOLIOPC00444	dacC	dacC	RDBECOLIPMC03002	dacCp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03024	dcp	RDBECOLIOPC00519	dcp	dcp				COMP-AINF-SINGLE-DIRECTON:W		W	24272778 
RDBECOLITUC03025	ddlA	RDBECOLIOPC00722	ddlA	ddlA				COMP-AINF-SINGLE-DIRECTON:W		W	21070640 
RDBECOLITUC03026	dld	RDBECOLIOPC00025	dld	dld			RDBECOLITMC00168	COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03027	dsrA	RDBECOLIOPC01211	dsrA	dsrA	RDBECOLIPMC00341	dsrAp		COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03028	dsrB	RDBECOLIOPC02049	dsrB	dsrB				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03029	eco	RDBECOLIOPC01299	eco	eco				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03030	emtA	RDBECOLIOPC00791	emtA	emtA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03031	envR	RDBECOLIOPC01262	envR	envR				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03032	fadE	RDBECOLIOPC00437	fadE	fadE	RDBECOLIPMC03061	fadEp		COMP-AINF-SINGLE-DIRECTON:W		W	16734787 
RDBECOLITUC03033	fadR	RDBECOLIOPC00582	fadR	fadR	RDBECOLIPMC00062	fadRp2	RDBECOLITMC00079	EXP-IDA-BOUNDARIES-DEFINED:W;COMP-AINF-SINGLE-DIRECTON:W	AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S	S	2843809 
RDBECOLITUC03034	feaB	RDBECOLIOPC02612	feaB	feaB	RDBECOLIPMC02468	feaBp1	RDBECOLITMC00054	EXP-IDA-BOUNDARIES-DEFINED:W;COMP-AINF-SINGLE-DIRECTON:W	AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S	S	16862137;24013633 
RDBECOLITUC03035	fimZ	RDBECOLIOPC01098	fimZ	fimZ				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03036	fsaA	RDBECOLIOPC01718	fsaA	fsaA				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03037	ggt	RDBECOLIOPC00169	ggt	ggt				COMP-AINF-SINGLE-DIRECTON:W		W	 
RDBECOLITUC03038	gltS	RDBECOLIOPC00172	gltS	gltS				COMP-AINF-SINGLE-DIRECTON:W		W	34903045 
RDBECOLITUC03039	grxD	RDBECOLIOPC00659	grxD	grxD	RDBECOLIPMC00316	grxD		COMP-AINF-SINGLE-DIRECTON:W		W	 
