# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) promoterPos. Transcription start site of promoter(10) terminatorIds. Ids of the terminators associated to transcription unit
##(11) sigmaFactor. Sigma Factor associated to 
##(12) tfsIds. transcription Factors ids that regulates the transcription Unit
##(13) tfsNames. transcription Factors names that regulates the transcription Unit
##(14) tuGenesBnumber. bnumbers of the tu genes
##(15) firstGenePos. start position of the first tu gene
##(16) lastGenePos. end position of the first tu gene
##(17) terminatorPositions. positions of the terminator
##(18) DBXRef. id of the TU in Ecocyc
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC03553	ppiA	RDBECOLIOPC02866	ppiA	RDBECOLIGNC00747	ppiA	RDBECOLIPMC03839	ppiAp4	3492449		sigma70	RDBECOLITFC00012,RDBECOLITFC00086,RDBECOLITFC00012	CytR,CRP,CytR	b3363	3492297	3491725		Ecocyc:TU00466 
RDBECOLITUC03554	cadBA	RDBECOLIOPC01931	cadBA	RDBECOLIGNC00127,RDBECOLIGNC00128	cadA|cadB	RDBECOLIPMC03840	cadBp	4360106		sigma70	RDBECOLITFC00110,RDBECOLITFC00078,RDBECOLITFC00063,RDBECOLITFC00164,RDBECOLITFC00094,RDBECOLITFC00063,RDBECOLITFC00050,RDBECOLITFC00050,RDBECOLITFC00050,RDBECOLITFC00050,RDBECOLITFC00133,RDBECOLITFC00050	Lrp,OmpR,CadC,GadRcs,GadX,CadC,H-NS,H-NS,H-NS,H-NS,ArcA,H-NS	b4131|b4132	4360031	4356470		Ecocyc:TU00467 
RDBECOLITUC03555	dcuB-fumB	RDBECOLIOPC02790	dcuB-fumB	RDBECOLIGNC00350,RDBECOLIGNC00005	fumB|dcuB	RDBECOLIPMC03843	dcuBp1	4348764	RDBECOLITMC00353	sigma70	RDBECOLITFC00086,RDBECOLITFC00160,RDBECOLITFC00070,RDBECOLITFC00070,RDBECOLITFC00070,RDBECOLITFC00070,RDBECOLITFC00070,RDBECOLITFC00070	CRP,FNR,NarL,NarL,NarL,NarL,NarL,NarL	b4122|b4123	4348744	4345680	4345631-4345650	Ecocyc:TU00468 
RDBECOLITUC03556	glgCAP	RDBECOLIOPC02685	glgBXCAP	RDBECOLIGNC00373,RDBECOLIGNC00370,RDBECOLIGNC00372	glgP|glgA|glgC	RDBECOLIPMC03841	glgCp2	3569455	RDBECOLITMC00212				b3428|b3429|b3430	3569328	3564134	3564082-3564136	Ecocyc:TU00469 
RDBECOLITUC03557	glgCAP	RDBECOLIOPC02685	glgBXCAP	RDBECOLIGNC00373,RDBECOLIGNC00370,RDBECOLIGNC00372	glgP|glgA|glgC	RDBECOLIPMC03842	glgCp3	3569571	RDBECOLITMC00212	sigma38			b3428|b3429|b3430	3569328	3564134	3564082-3564136	Ecocyc:TU00470 
RDBECOLITUC03558	fliAZY	RDBECOLIOPC02586	fliAZY	RDBECOLIGNC03922,RDBECOLIGNC01324,RDBECOLIGNC01323	tcyJ|fliZ|fliA	RDBECOLIPMC03844	fliAp2	2001808	RDBECOLITMC00329	sigma28	RDBECOLITFC00005,RDBECOLITFC00005	NsrR,NsrR	b1920|b1921|b1922	2001789	1999585	1999541-1999571	Ecocyc:TU00471 
RDBECOLITUC03559	rpsU	RDBECOLIOPC02953	rpsU-dnaG-rpoD	RDBECOLIGNC00910	rpsU	RDBECOLIPMC03661	rpsUp1	3210646	RDBECOLITMC00330	sigma70			b3065	3210781	3210996	3211042-3211072	Ecocyc:TU00472 
RDBECOLITUC03560	glnB	RDBECOLIOPC02687	glrR-glnB	RDBECOLIGNC00377	glnB	RDBECOLIPMC03845	glnBp1	2687441		sigma70	RDBECOLITFC00150	PurR	b2553	2687408	2687070		Ecocyc:TU00473 
RDBECOLITUC03561	glnB	RDBECOLIOPC02687	glrR-glnB	RDBECOLIGNC00377	glnB	RDBECOLIPMC03846	glnBp3	2687526					b2553	2687408	2687070		Ecocyc:TU00474 
RDBECOLITUC03562	cvpA-purF-ubiX	RDBECOLIOPC02756	cvpA-purF-ubiX	RDBECOLIGNC01032,RDBECOLIGNC00784,RDBECOLIGNC00165	ubiX|purF|cvpA	RDBECOLIPMC03847	cvpAp1	2430800	RDBECOLITMC00341	sigma70	RDBECOLITFC00150	PurR	b2311|b2312|b2313	2430763	2428057	2428030-2428048	Ecocyc:TU00475 
RDBECOLITUC03563	ompC	RDBECOLIOPC02764	ompC	RDBECOLIGNC00662	ompC	RDBECOLIPMC03849	ompCp2	2312864	RDBECOLITMC00018		RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp	b2215	2312749	2311646	2311610-2311624	Ecocyc:TU00476 
RDBECOLITUC03564	ompC	RDBECOLIOPC02764	ompC	RDBECOLIGNC00662	ompC	RDBECOLIPMC03848	ompCp3	2312887	RDBECOLITMC00018		RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00140	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,IHF	b2215	2312749	2311646	2311610-2311624	Ecocyc:TU00477 
RDBECOLITUC03565	yhfA	RDBECOLIOPC00661	yhfA	RDBECOLIGNC01163	yhfA	RDBECOLIPMC03850	yhfAp	3485951		sigma70	RDBECOLITFC00086,RDBECOLITFC00086	CRP,CRP	b3356	3485818	3485414		Ecocyc:TU00478 
RDBECOLITUC03566	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH|ptsI|crr	RDBECOLIPMC03639	ptsHp4	2533501	RDBECOLITMC00269	sigma70	RDBECOLITFC00171,RDBECOLITFC00086,RDBECOLITFC00023	NagC,CRP,Mlc	b2415|b2416|b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00479 
RDBECOLITUC03567	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH|ptsI|crr	RDBECOLIPMC03851	ptsHp5	2533498	RDBECOLITMC00269	sigma32	RDBECOLITFC00171,RDBECOLITFC00086	NagC,CRP	b2415|b2416|b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00480 
RDBECOLITUC03568	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH|ptsI|crr	RDBECOLIPMC03852	ptsHp3	2533507	RDBECOLITMC00269		RDBECOLITFC00171	NagC	b2415|b2416|b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00481 
RDBECOLITUC03569	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH|ptsI|crr	RDBECOLIPMC03640	ptsHp2	2533601	RDBECOLITMC00269	sigma70	RDBECOLITFC00092,RDBECOLITFC00086	Cra,CRP	b2415|b2416|b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00482 
RDBECOLITUC03570	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH|ptsI|crr	RDBECOLIPMC03853	ptsHp1	2533608	RDBECOLITMC00269		RDBECOLITFC00086,RDBECOLITFC00092	CRP,Cra	b2415|b2416|b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00483 
RDBECOLITUC03571	pyrLBI	RDBECOLIOPC00260	pyrLBI	RDBECOLIGNC01251,RDBECOLIGNC00801,RDBECOLIGNC00795	pyrL|pyrI|pyrB	RDBECOLIPMC03726	pyrLp2	4472553	RDBECOLITMC00061				b4246|b4244|b4245	4472533	4470986	4472426-4472445	Ecocyc:TU00484 
RDBECOLITUC03572	pyrLBI	RDBECOLIOPC00260	pyrLBI	RDBECOLIGNC01251,RDBECOLIGNC00801,RDBECOLIGNC00795	pyrL|pyrI|pyrB	RDBECOLIPMC03727	pyrLp1	4472745	RDBECOLITMC00061				b4246|b4244|b4245	4472533	4470986	4472426-4472445	Ecocyc:TU00485 
RDBECOLITUC03573	rcsA	RDBECOLIOPC02559	rcsA	RDBECOLIGNC00810	rcsA	RDBECOLIPMC03854	rcsAp	2023836		sigma70	RDBECOLITFC00173,RDBECOLITFC00128,RDBECOLITFC00173,RDBECOLITFC00050	RcsAB,GadE,RcsAB,H-NS	b1951	2023968	2024591		Ecocyc:TU00486 
RDBECOLITUC03574	rpoN-hpf-ptsN-yhbJ-npr	RDBECOLIOPC02875	lptAB-rpoN-hpf-ptsN-rapZ-npr	RDBECOLIGNC00888,RDBECOLIGNC01622,RDBECOLIGNC01623,RDBECOLIGNC02041,RDBECOLIGNC02042	rpoN|hpf|ptsN|rapZ|npr	RDBECOLIPMC03857	rpoNp	3344662	RDBECOLITMC00284	sigma70			b3202|b3203|b3204|b3205|b3206	3344717	3348238	3348261-3348289	Ecocyc:TU00487 
RDBECOLITUC03575	glmUS	RDBECOLIOPC02364	glmUS	RDBECOLIGNC00375,RDBECOLIGNC01178	glmS|glmU	RDBECOLIPMC03861	glmUp2	3915326	RDBECOLITMC00359	sigma70	RDBECOLITFC00171,RDBECOLITFC00171	NagC,NagC	b3729|b3730	3915200	3911839	3911810-3911830	Ecocyc:TU00488 
RDBECOLITUC03576	aspV	RDBECOLIOPC02103	aspV	RDBECOLIGNC02463	aspV	RDBECOLIPMC03862	aspVp	236913	RDBECOLITMC00172	sigma70	RDBECOLITFC00190	Fis	b0216	236931	237007	237031-237067	Ecocyc:TU00489 
RDBECOLITUC03577	thrW	RDBECOLIOPC00125	thrW	RDBECOLIGNC02541	thrW	RDBECOLIPMC03863	thrWp	262841		sigma70	RDBECOLITFC00190	Fis	b0244	262871	262946		Ecocyc:TU00490 
RDBECOLITUC03578	argU	RDBECOLIOPC00603	argU	RDBECOLIGNC02452	argU	RDBECOLIPMC03864	argUp	564703		sigma70	RDBECOLITFC00190	Fis	b0536	564723	564799		Ecocyc:TU00491 
RDBECOLITUC03579	lysT-valT-lysW	RDBECOLIOPC00676	lysT-valT-lysW	RDBECOLIGNC02492,RDBECOLIGNC02546,RDBECOLIGNC02494	lysT|valT|lysW	RDBECOLIPMC03865	lysTp	780514		sigma70	RDBECOLITFC00190	Fis	b0743|b0744|b0745	780554	780918		Ecocyc:TU00492 
RDBECOLITUC03580	valVW	RDBECOLIOPC01145	valVW	RDBECOLIGNC02548,RDBECOLIGNC02549	valV|valW	RDBECOLIPMC03866	valVp	1746415		sigma70			b1665|b1666	1746435	1746592		Ecocyc:TU00493 
RDBECOLITUC03581	proL	RDBECOLIOPC00792	proL	RDBECOLIGNC02504	proL	RDBECOLIPMC03870	proLp	2286207	RDBECOLITMC00190	sigma70	RDBECOLITFC00190	Fis	b2189	2286211	2286287	2286295-2286331	Ecocyc:TU00494 
RDBECOLITUC03582	valUXY-lysV	RDBECOLIOPC00080	valUXY-lysV	RDBECOLIGNC02547,RDBECOLIGNC02550,RDBECOLIGNC02551,RDBECOLIGNC02493	valU|valX|valY|lysV	RDBECOLIPMC03872	valUp	2520924	RDBECOLITMC00182	sigma70	RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190	Fis,Fis,Fis	b2401|b2402|b2403|b2404	2520931	2521328	2521485-2521519	Ecocyc:TU00495 
RDBECOLITUC03583	metZWV	RDBECOLIOPC00609	metZWV	RDBECOLIGNC02499,RDBECOLIGNC02554,RDBECOLIGNC02497	metZ|metW|metV	RDBECOLIPMC03873	metZp	2947382	RDBECOLITMC00110,RDBECOLITMC00111	sigma70			b2814|b2815|b2816	2947387	2947683	2947691-2947717|2947736-2947756	Ecocyc:TU00496 
RDBECOLITUC03584	asnT	RDBECOLIOPC00599	asnT	RDBECOLIGNC02458	asnT	RDBECOLIPMC03867	asnTp	2044541	RDBECOLITMC00188	sigma70			b1977	2044549	2044624	2044704-2044750	Ecocyc:TU00497 
RDBECOLITUC03585	asnU	RDBECOLIOPC00941	asnU	RDBECOLIGNC02459	asnU	RDBECOLIPMC03868	asnUp	2059845	RDBECOLITMC00197	sigma70			b1986	2059851	2059926	2059930-2059966	Ecocyc:TU00498 
RDBECOLITUC03586	asnV	RDBECOLIOPC00783	asnV	RDBECOLIGNC02460	asnV	RDBECOLIPMC03869	asnVp	2062252		sigma70			b1989	2062260	2062335		Ecocyc:TU00499 
RDBECOLITUC03587	argW	RDBECOLIOPC01302	argW	RDBECOLIGNC02454	argW	RDBECOLIPMC03871	argWp	2466308		sigma70	RDBECOLITFC00190	Fis	b2348	2466309	2466383		Ecocyc:TU00500 
RDBECOLITUC03588	pheV	RDBECOLIOPC01359	pheV	RDBECOLIGNC02502	pheV	RDBECOLIPMC03874	pheVp	3110365	RDBECOLITMC00173	sigma70	RDBECOLITFC00190	Fis	b2967	3110366	3110441	3110445-3110477	Ecocyc:TU00501 
RDBECOLITUC03589	ileX	RDBECOLIOPC01106	ileX	RDBECOLIGNC02483	ileX	RDBECOLIPMC03875	ileXp	3215597	RDBECOLITMC00192	sigma70			b3069	3215598	3215673	3215675-3215716	Ecocyc:TU00502 
RDBECOLITUC03590	argX-hisR-leuT-proM	RDBECOLIOPC00541	argX-hisR-leuT-proM	RDBECOLIGNC02455,RDBECOLIGNC02479,RDBECOLIGNC02486,RDBECOLIGNC02505	argX|hisR|leuT|proM	RDBECOLIPMC03876	argXp	3982364	RDBECOLITMC00163	sigma70	RDBECOLITFC00087,RDBECOLITFC00087,RDBECOLITFC00190	DksA,DksA,Fis	b3796|b3797|b3798|b3799	3982375	3982811	3982813-3982841	Ecocyc:TU00503 
RDBECOLITUC03591	thrU-tyrU-glyT-thrT-tufB	RDBECOLIOPC01039	thrU-tyrU-glyT-thrT-tufB	RDBECOLIGNC01025,RDBECOLIGNC02539,RDBECOLIGNC02544,RDBECOLIGNC02473,RDBECOLIGNC02538	tufB|thrU|tyrU|glyT|thrT	RDBECOLIPMC03877	thrUp	4175381	RDBECOLITMC00160	sigma70	RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190	Fis,Fis,Fis	b3980|b3976|b3977|b3978|b3979	4175388	4177128	4177158-4177185	Ecocyc:TU00504 
RDBECOLITUC03592	glyVXY	RDBECOLIOPC01924	glyVXY	RDBECOLIGNC02475,RDBECOLIGNC02477,RDBECOLIGNC02478	glyV|glyX|glyY	RDBECOLIPMC03878	glyVp	4392313		sigma70			b4163|b4164|b4165	4392360	4392658		Ecocyc:TU00505 
RDBECOLITUC03593	leuX	RDBECOLIOPC01846	leuX	RDBECOLIGNC02490	leuX	RDBECOLIPMC03879	leuXp	4496386	RDBECOLITMC00196	sigma70	RDBECOLITFC00190	Fis	b4270	4496405	4496489	4496494-4496529	Ecocyc:TU00506 
RDBECOLITUC03594	metT-leuW-glnUW-metU-glnVX	RDBECOLIOPC02092	metT-leuW-glnUW-metU-glnVX	RDBECOLIGNC02468,RDBECOLIGNC02466,RDBECOLIGNC02496,RDBECOLIGNC02467,RDBECOLIGNC02465,RDBECOLIGNC02489,RDBECOLIGNC02495	glnX|glnV|metU|glnW|glnU|leuW|metT	RDBECOLIPMC03880	metTp	697163	RDBECOLITMC00157	sigma70	RDBECOLITFC00190	Fis	b0664|b0665|b0666|b0668|b0670|b0672|b0673	697133	696430	696392-696429	Ecocyc:TU00507 
RDBECOLITUC03595	serW	RDBECOLIOPC02892	infA-serW	RDBECOLIGNC02533	serW	RDBECOLIPMC03881	serWp2	926006	RDBECOLITMC00161	sigma70			b0883	925971	925884	925843-925871	Ecocyc:TU00508 
RDBECOLITUC03596	serT	RDBECOLIOPC01913	serT	RDBECOLIGNC02530	serT	RDBECOLIPMC03882	serTp	1031719	RDBECOLITMC00159,RDBECOLITMC00158	sigma70	RDBECOLITFC00190	Fis	b0971	1031712	1031625	1031551-1031574|1031590-1031617	Ecocyc:TU00509 
RDBECOLITUC03597	serX	RDBECOLIOPC02121	serX	RDBECOLIGNC02534	serX	RDBECOLIPMC03883	serXp	1097676	RDBECOLITMC00184,RDBECOLITMC00185,RDBECOLITMC00186,RDBECOLITMC00183	sigma70	RDBECOLITFC00190	Fis	b1032	1097652	1097565	1097341-1097380|1097160-1097199|1096979-1097018|1097522-1097561	Ecocyc:TU00510 
RDBECOLITUC03598	tyrTV-tpr	RDBECOLIOPC02294	tyrTV-tpr	RDBECOLIGNC01004,RDBECOLIGNC02545,RDBECOLIGNC02543	tpr|tyrV|tyrT	RDBECOLIPMC03884	tyrTp	1287665	RDBECOLITMC00156	sigma70	RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190	Fis,Fis,Fis	b1229|b1230|b1231	1287622	1287087	1287009-1287033	Ecocyc:TU00511 
RDBECOLITUC03599	glyW-cysT-leuZ	RDBECOLIOPC01627	glyW-cysT-leuZ	RDBECOLIGNC02726,RDBECOLIGNC02491,RDBECOLIGNC04726,RDBECOLIGNC02476	3'ETS-<i>leuZ</i>|leuZ|cysT|glyW	RDBECOLIPMC03885	glyWp	1992180	RDBECOLITMC00187	sigma70			b4759|b1909|b1910|b1911	1992117	1991748	1991745-1991778	Ecocyc:TU00512 
RDBECOLITUC03600	serU	RDBECOLIOPC02535	serU	RDBECOLIGNC02531	serU	RDBECOLIPMC03886	serUp	2043562		sigma70			b1975	2043557	2043468		Ecocyc:TU00513 
RDBECOLITUC03601	alaWX	RDBECOLIOPC01551	alaWX	RDBECOLIGNC02450,RDBECOLIGNC02449	alaX|alaW	RDBECOLIPMC03887	alaWp	2518253	RDBECOLITMC00191	sigma70	RDBECOLITFC00190	Fis	b2396|b2397	2518231	2518041	2518002-2518041	Ecocyc:TU00514 
RDBECOLITUC03602	serV-argVYZQ	RDBECOLIOPC02961	serV-argVYZQ	RDBECOLIGNC02451,RDBECOLIGNC02457,RDBECOLIGNC02456,RDBECOLIGNC02453,RDBECOLIGNC02532	argQ|argZ|argY|argV|serV	RDBECOLIPMC03888	serVp	2818697		sigma70			b2691|b2692|b2693|b2694|b2695	2818645	2817784		Ecocyc:TU00515 
RDBECOLITUC03603	glyU	RDBECOLIOPC02617	glyU	RDBECOLIGNC02474	glyU	RDBECOLIPMC03889	glyUp	2999064		sigma70	RDBECOLITFC00190	Fis	b2864	2999057	2998984		Ecocyc:TU00516 
RDBECOLITUC03604	metY-yhbC-nusA-infB	RDBECOLIOPC02905	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00497,RDBECOLIGNC00657,RDBECOLIGNC01160,RDBECOLIGNC02498	infB|nusA|rimP|metY	RDBECOLIPMC03668	metYp1	3318297	RDBECOLITMC00217	sigma70	RDBECOLITFC00190	Fis	b3168|b3169|b3170|b3171	3318289	3313342	3313185-3313239	Ecocyc:TU00517 
RDBECOLITUC03605	leuU	RDBECOLIOPC02909	secG-leuU	RDBECOLIGNC02487	leuU	RDBECOLIPMC03891	leuUp	3322278		sigma70			b3174	3322158	3322072		Ecocyc:TU00518 
RDBECOLITUC03606	proK	RDBECOLIOPC02047	proK	RDBECOLIGNC02503	proK	RDBECOLIPMC03892	proKp	3708694	RDBECOLITMC00193,RDBECOLITMC00194	sigma70	RDBECOLITFC00190	Fis	b3545	3708692	3708616	3708577-3708615|3708409-3708447	Ecocyc:TU00519 
RDBECOLITUC03607	pheU	RDBECOLIOPC01313	pheU	RDBECOLIGNC02501	pheU	RDBECOLIPMC03893	pheUp	4362627	RDBECOLITMC00195	sigma70	RDBECOLITFC00190	Fis	b4134	4362626	4362551	4362509-4362548	Ecocyc:TU00520 
RDBECOLITUC03608	leuQPV	RDBECOLIOPC02651	leuQPV	RDBECOLIGNC02488,RDBECOLIGNC02484,RDBECOLIGNC02485	leuV|leuP|leuQ	RDBECOLIPMC03894	leuQp	4606432		sigma70	RDBECOLITFC00190	Fis	b4368|b4369|b4370	4606401	4606079		Ecocyc:TU00521 
RDBECOLITUC03609	pdhR-aceEF-lpdA	RDBECOLIOPC02835	pdhR-aceEF-lpdA	RDBECOLIGNC01075,RDBECOLIGNC00021,RDBECOLIGNC00022,RDBECOLIGNC00535	pdhR|aceE|aceF|lpd	RDBECOLIPMC03565	pdhRp	122034	RDBECOLITMC00250	sigma70	RDBECOLITFC00092,RDBECOLITFC00177,RDBECOLITFC00177,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00160,RDBECOLITFC00221,RDBECOLITFC00160	Cra,BtsR,BtsR,CRP,CRP,CRP,CRP,CRP,CRP,FNR,PdhR,FNR	b0113|b0114|b0115|b0116	122092	129336	129366-129394	Ecocyc:TU00522 
RDBECOLITUC03610	lpdA	RDBECOLIOPC02835	pdhR-aceEF-lpdA	RDBECOLIGNC00535	lpd	RDBECOLIPMC03567	lpdAp	127717	RDBECOLITMC00250	sigma70	RDBECOLITFC00129,RDBECOLITFC00129,RDBECOLITFC00160,RDBECOLITFC00190,RDBECOLITFC00160,RDBECOLITFC00086,RDBECOLITFC00133,RDBECOLITFC00133	Fur,Fur,FNR,Fis,FNR,CRP,ArcA,ArcA	b0116	127912	129336	129366-129394	Ecocyc:TU00523 
RDBECOLITUC03611	sdhCDAB-sucABCD-sdhX	RDBECOLIOPC02833	sdhCDAB-sucABCD-sdhX	RDBECOLIGNC03291,RDBECOLIGNC02812,RDBECOLIGNC00921,RDBECOLIGNC00922,RDBECOLIGNC00919,RDBECOLIGNC00920,RDBECOLIGNC00967,RDBECOLIGNC00968,RDBECOLIGNC00969,RDBECOLIGNC00970	b0725|sdhX|sdhC|sdhD|sdhA|sdhB|sucA|sucB|sucC|sucD	RDBECOLIPMC03440	sdhCp	754958		sigma70	RDBECOLITFC00129,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00086,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00160	Fur,ArcA,ArcA,CRP,ArcA,ArcA,ArcA,FNR	b0725|b4764|b0721|b0722|b0723|b0724|b0726|b0727|b0728|b0729	755177	765150		Ecocyc:TU00524 
RDBECOLITUC03612	rseABC	RDBECOLIOPC02911	rseD-rpoE-rseABC	RDBECOLIGNC04206,RDBECOLIGNC04207,RDBECOLIGNC02211	rseC|rseB|rseA	RDBECOLIPMC03856	rseAp3	2709632		sigma24	RDBECOLITFC00087,RDBECOLITFC00087	DksA,DksA	b2570|b2571|b2572	2709404	2707322		Ecocyc:TU00526 
RDBECOLITUC03613	pykF	RDBECOLIOPC02802	pykF	RDBECOLIGNC00794	pykF	RDBECOLIPMC03806	pykFp	1755467		sigma70	RDBECOLITFC00092	Cra	b1676	1755698	1757110		Ecocyc:TU00527 
RDBECOLITUC03614	uxuAB	RDBECOLIOPC00220	uxuAB	RDBECOLIGNC02441,RDBECOLIGNC01054	uxuB|uxuA	RDBECOLIPMC03896	uxuAp	4551518		sigma70	RDBECOLITFC00129,RDBECOLITFC00188,RDBECOLITFC00188,RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00115,RDBECOLITFC00208,RDBECOLITFC00115,RDBECOLITFC00208	Fur,OxyR,OxyR,CRP,CRP,ExuR,UxuR,ExuR,UxuR	b4323|b4322	4551636	4554361		Ecocyc:TU101 
RDBECOLITUC03615	aldA	RDBECOLIOPC00054	aldA	RDBECOLIGNC00032	aldA	RDBECOLIPMC03949	aldAp	1488190		sigma70	RDBECOLITFC00060,RDBECOLITFC00126,RDBECOLITFC00095,RDBECOLITFC00086,RDBECOLITFC00160,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00152,RDBECOLITFC00133,RDBECOLITFC00133	MarA,Rob,SoxS,CRP,FNR,ArcA,ArcA,ArcA,DnaA,ArcA,ArcA	b1415	1488232	1489671		Ecocyc:TU102 
RDBECOLITUC03616	putP	RDBECOLIOPC02900	putP	RDBECOLIGNC00792	putP	RDBECOLIPMC03904	putPp1	1079168	RDBECOLITMC00362	sigma70	RDBECOLITFC00191,RDBECOLITFC00191	PutA,PutA	b1015	1079305	1080813	1080794-1080838	Ecocyc:TU103 
RDBECOLITUC03617	putP	RDBECOLIOPC02900	putP	RDBECOLIGNC00792	putP	RDBECOLIPMC03598	putPp2	1079179	RDBECOLITMC00362				b1015	1079305	1080813	1080794-1080838	Ecocyc:TU104 
RDBECOLITUC03618	putP	RDBECOLIOPC02900	putP	RDBECOLIGNC00792	putP	RDBECOLIPMC03599	putPp3	1079185	RDBECOLITMC00362				b1015	1079305	1080813	1080794-1080838	Ecocyc:TU121 
RDBECOLITUC03619	putP	RDBECOLIOPC02900	putP	RDBECOLIGNC00792	putP	RDBECOLIPMC03600	putPp4	1079210	RDBECOLITMC00362	sigma70	RDBECOLITFC00086,RDBECOLITFC00086,RDBECOLITFC00086	CRP,CRP,CRP	b1015	1079305	1080813	1080794-1080838	Ecocyc:TU122 
RDBECOLITUC03620	putP	RDBECOLIOPC02900	putP	RDBECOLIGNC00792	putP	RDBECOLIPMC03601	putPp5	1079291	RDBECOLITMC00362				b1015	1079305	1080813	1080794-1080838	Ecocyc:TU123 
RDBECOLITUC03621	caiF	RDBECOLIOPC00398	caiF	RDBECOLIGNC03018	caiF	RDBECOLIPMC03962	caiFp	34218		sigma70	RDBECOLITFC00160,RDBECOLITFC00086,RDBECOLITFC00050,RDBECOLITFC00070	FNR,CRP,H-NS,NarL	b0034	34300	34695		Ecocyc:TU141 
RDBECOLITUC03622	fixABCX	RDBECOLIOPC01871	fixABCX	RDBECOLIGNC01517,RDBECOLIGNC01516,RDBECOLIGNC01515,RDBECOLIGNC01514	fixX|fixC|fixB|fixA	RDBECOLIPMC03963	fixAp	42325		sigma70	RDBECOLITFC00031,RDBECOLITFC00031,RDBECOLITFC00160,RDBECOLITFC00031,RDBECOLITFC00031,RDBECOLITFC00086,RDBECOLITFC00086	CaiF,CaiF,FNR,CaiF,CaiF,CRP,CRP	b0044|b0043|b0042|b0041	42403	45750		Ecocyc:TU142 
