# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC02305	ygbLM	2863593	2865012	forward	2	ygbL|ygbM	[COMP-AINF:W]	W 
RDBECOLIOPC02306	dtpC	4354954	4356411	reverse	1	dtpC	[COMP-AINF:W]	W 
RDBECOLIOPC02307	purMN	2621197	2622872	forward	2	purM|purN		 
RDBECOLIOPC02308	rsmD-yhhL	3604393	3605248	forward	2	rsmD|yhhL	[COMP-AINF:W]	W 
RDBECOLIOPC02309	insG	4502103	4503431	reverse	1	insG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02310	tfaX	582875	583060	forward	1	tfaX	[COMP-AINF:W]	W 
RDBECOLIOPC02311	yjeH	4369156	4370412	reverse	1	yjeH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02312	mltF	2695801	2697357	forward	1	mltF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02314	ydhR	1746700	1747005	forward	1	ydhR	[COMP-AINF:W]	W 
RDBECOLIOPC02315	mak	410144	411052	forward	1	mak	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02316	dmsABC	940959	944896	forward	3	dmsA|dmsB|dmsC	[EXP-IEP-COREGULATION:W][EXP-IEP:W]	W 
RDBECOLIOPC02317	yfeN	2525127	2525891	forward	1	yfeN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02318	yahDEFG	335280	339743	forward	4	yahD|yahE|yahF|yahG	[COMP-AINF:W]	W 
RDBECOLIOPC02319	pyrC	1121561	1122607	reverse	1	pyrC		 
RDBECOLIOPC02320	aat	926728	927432	reverse	1	aat	[COMP-AINF:W]	W 
RDBECOLIOPC02324	sthA	4159390	4160790	reverse	1	sthA		 
RDBECOLIOPC02326	ybeU-djlC	679508	681663	forward	2	ybeU|djlC	[COMP-AINF:W]	W 
RDBECOLIOPC02329	yqgC	3086187	3086402	forward	1	yqgC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02330	argG	3318637	3319980	forward	1	argG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02331	cspB	1641339	1641554	reverse	1	cspB		 
RDBECOLIOPC02332	fbaB	2177512	2178564	reverse	1	fbaB	[COMP-AINF:W]	W 
RDBECOLIOPC02333	ygfB-pepP-ubiHI	3051115	3055444	reverse	4	ygfB|pepP|ubiH|ubiI	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02334	aer	3217556	3219076	reverse	1	aer	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02336	ybhC	805998	807281	reverse	1	ybhC	[COMP-AINF:W]	W 
RDBECOLIOPC02337	insNI1	270278	272190	forward	2	insN|insI1	[COMP-AINF:W]	W 
RDBECOLIOPC02338	map-glnD-dapD	185123	189506	reverse	3	map|glnD|dapD	[COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02340	ycdT	1092876	1094234	forward	1	dgcT	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02342	pabB-nudL	1894805	1896748	forward	2	pabB|nudL	[COMP-AINF:W]	W 
RDBECOLIOPC02343	purHD	4204642	4207532	reverse	2	purH|purD		 
RDBECOLIOPC02344	ybiT	855963	857555	forward	1	ybiT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02345	ytjB-lplA	4623101	4624789	reverse	2	ytjB|lplA	[COMP-AINF:W]	W 
RDBECOLIOPC02346	mgrB	1908623	1908766	reverse	1	mgrB	[COMP-AINF:W]	W 
RDBECOLIOPC02347	micF	2313084	2313176	forward	1	micF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02348	yjiXA	4587909	4589079	reverse	2	yjiX|yjiA	[COMP-AINF:W]	W 
RDBECOLIOPC02350	yobH	1908925	1909164	forward	1	yobH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02351	ydcA	1491677	1491850	forward	1	ydcA	[COMP-AINF:W]	W 
RDBECOLIOPC02353	araJ	411297	412481	reverse	1	araJ		 
RDBECOLIOPC02354	rob	4634441	4635310	reverse	1	rob	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02356	mpl	4455785	4457158	forward	1	mpl		 
RDBECOLIOPC02357	rdlD	3700136	3700199	forward	1	rdlD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02358	yjdN	4325298	4325741	reverse	1	yjdN	[COMP-AINF:W]	W 
RDBECOLIOPC02360	treR	4466299	4467246	reverse	1	treR	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02361	ymfJ	1201776	1202084	reverse	1	ymfJ	[COMP-AINF:W]	W 
RDBECOLIOPC02362	intG	2012502	2012780	forward	1	intG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02363	yjeNO	4385393	4386018	forward	2	yjeN|yjeO	[COMP-AINF:W]	W 
RDBECOLIOPC02364	glmUS	3911839	3915200	reverse	2	glmU|glmS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02365	grcA	2716066	2716449	reverse	1	grcA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02367	pssLA	2722702	2724082	forward	2	pssL|pssA	[COMP-AINF:W]	W 
RDBECOLIOPC02368	rpsP-rimM-trmD-rplS	2744183	2746185	reverse	4	rpsP|rimM|trmD|rplS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02369	ribA	1338570	1339160	reverse	1	ribA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02370	chiX	507204	507287	forward	1	chiX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02371	cspI	1638455	1638667	reverse	1	cspI		 
RDBECOLIOPC02372	aslB	3982958	3984193	forward	1	aslB		 
RDBECOLIOPC02373	setC	3836953	3838137	forward	1	setC	[COMP-AINF:W]	W 
RDBECOLIOPC02376	erpA	176610	176954	forward	1	erpA		 
RDBECOLIOPC02377	rluF	4230354	4231226	forward	1	rluF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02378	nuoABCEFGHIJKLMN	2390048	2405072	reverse	13	nuoA|nuoB|nuoC|nuoE|nuoF|nuoG|nuoH|nuoI|nuoJ|nuoK|nuoL|nuoM|nuoN	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02379	pitA	3637642	3639141	forward	1	pitA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02381	glnK-amtB	472598	474252	forward	2	glnK|amtB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02386	yphFED	2675827	2679367	reverse	3	yphF|yphE|yphD	[COMP-AINF:W]	W 
RDBECOLIOPC02387	fiu	839249	841531	reverse	1	fiu	[COMP-AINF:W]	W 
RDBECOLIOPC02388	yfeH	2526946	2527944	forward	1	yfeH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02389	yliI	878742	879857	forward	1	yliI	[COMP-AINF:W]	W 
RDBECOLIOPC02392	marRAB	1619120	1620207	forward	3	marR|marA|marB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02393	yciI	1310569	1310865	reverse	1	yciI	[COMP-AINF:W]	W 
RDBECOLIOPC02394	arfA	3438431	3438649	reverse	1	arfA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02395	metE	4013053	4015314	forward	1	metE		 
RDBECOLIOPC02396	yhaI	3252911	3253267	forward	1	yhaI	[COMP-AINF:W]	W 
RDBECOLIOPC02397	ryeA	1923066	1923337	forward	1	ryeA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02398	bioP	4011076	4011975	forward	1	bioP	[COMP-AINF:W]	W 
RDBECOLIOPC02399	yeaK	1873574	1874077	forward	1	yeaK	[COMP-AINF:W]	W 
RDBECOLIOPC02401	ygdD	2941236	2941631	reverse	1	ygdD	[COMP-HINF:W]	W 
RDBECOLIOPC02402	yecA	1990954	1991619	reverse	1	yecA	[COMP-AINF:W]	W 
RDBECOLIOPC02403	ohsC	2700520	2700598	forward	1	ohsC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02404	xylE	4240779	4242254	reverse	1	xylE	[COMP-AINF:W]	W 
RDBECOLIOPC02405	yfdY	2495050	2495292	reverse	1	yfdY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02406	rttR	1287066	1287236	reverse	1	rttR	[COMP-AINF:W]	W 
RDBECOLIOPC02407	yfbO	2388635	2389057	forward	1	yfbO	[COMP-AINF:W]	W 
RDBECOLIOPC02410	yiaD	3716547	3717206	forward	1	yiaD	[COMP-AINF:W]	W 
RDBECOLIOPC02411	ppdAB-ygdB-ppdC-recC	2959060	2964177	reverse	5	ppdA|ppdB|ygdB|ppdC|recC	[COMP-AINF:W]	W 
RDBECOLIOPC02412	proC	404835	405644	reverse	1	proC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02414	ftnB	1986925	1987428	forward	1	ftnB		 
RDBECOLIOPC02415	chaBC	1272119	1273202	forward	2	chaB|chaC	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]	W 
RDBECOLIOPC02416	fruBKA	2259719	2263495	reverse	3	fruB|fruK|fruA	[AS-TAS:W]	W 
RDBECOLIOPC02417	glcC	3128272	3129036	forward	1	glcC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02418	aaeR	3389520	3390449	forward	1	aaeR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02419	pepN	990622	993234	forward	1	pepN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02421	ubiT-yhbS	3300255	3301276	reverse	2	ubiT|yhbS	[COMP-AINF:W]	W 
RDBECOLIOPC02423	ugd	2098447	2099613	reverse	1	ugd	[COMP-AINF:W]	W 
RDBECOLIOPC02424	ydeI	1624105	1624497	reverse	1	ydeI	[IC:W]	W 
RDBECOLIOPC02427	yfaL	2340417	2344169	reverse	1	yfaL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02428	sraB	1146589	1146757	forward	1	sraB	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02431	paaABCDEFGHIJK	1453927	1463438	forward	11	paaA|paaB|paaC|paaD|paaE|paaF|paaG|paaH|paaI|paaJ|paaK	[EXP-IEP:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02432	mdtNOP	4299564	4304109	reverse	3	mdtN|mdtO|mdtP	[COMP-AINF:W]	W 
RDBECOLIOPC02433	yhfG-fic-pabA	3490266	3491620	reverse	3	yhfG|fic|pabA	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02435	dinG-ybiB	833070	836210	forward	2	dinG|ybiB	[COMP-HINF:W][EXP-IEP:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02436	mnt-btuF-yadS	177001	179153	reverse	3	mtn|btuF|yadS	[COMP-AINF:W]	W 
RDBECOLIOPC02439	yghSR	3132454	3133957	reverse	2	yghS|yghR	[COMP-AINF:W]	W 
RDBECOLIOPC02440	amiC	2947757	2949010	reverse	1	amiC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02441	ydiE	1789613	1789804	forward	1	ydiE	[COMP-AINF:W]	W 
RDBECOLIOPC02442	yibG	3768177	3768638	forward	1	yibG	[COMP-AINF:W]	W 
RDBECOLIOPC02443	tas	2971597	2972637	forward	1	tas	[COMP-AINF:W]	W 
RDBECOLIOPC02444	tolB-pal-ybgF	777740	780389	forward	3	tolB|pal|cpoB	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC02445	cyaR	2167114	2167200	forward	1	cyaR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02446	sad-glsB-yneG	1611966	1614703	reverse	3	sad|glsB|yneG	[COMP-AINF:W][HTP-HEP:W]	W 
RDBECOLIOPC02447	ompW	1314020	1314658	forward	1	ompW	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02450	rhtC	4007757	4008377	forward	1	rhtC	[COMP-AINF:W]	W 
RDBECOLIOPC02452	yecM-cutC	1958520	1959846	reverse	2	yecM|cutC	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02455	sokE	607733	607792	reverse	1	sokE	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC02456	ycaK	949668	950258	forward	1	ycaK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02457	ygdQ	2970420	2971133	forward	1	ygdQ	[COMP-AINF:W]	W 
RDBECOLIOPC02458	yhjE	3674786	3676108	forward	1	yhjE	[COMP-AINF:W]	W 
RDBECOLIOPC02459	yidZ	3892765	3893724	forward	1	yidZ	[COMP-AINF:W]	W 
RDBECOLIOPC02460	yiaWV	3752963	3754428	reverse	2	yiaW|yiaV	[COMP-AINF:W]	W 
RDBECOLIOPC02462	ybeR-djlB	676711	678842	forward	2	ybeR|djlB	[COMP-AINF:W]	W 
RDBECOLIOPC02466	hipBA	1590854	1592442	reverse	2	hipB|hipA	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02467	yjgX	4499593	4500791	reverse	1	yjgX	[COMP-AINF:W]	W 
RDBECOLIOPC02468	ais	2365018	2365620	reverse	1	ais	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02469	letAB	1916258	1920143	forward	2	letA|letB	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02471	yhhA	3586943	3587383	forward	1	yhhA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02473	malZ	422518	424332	forward	1	malZ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02474	essD-ybcS-rzpD	577398	578568	forward	3	essD|rrrD|rzpD	[COMP-AINF:W]	W 
RDBECOLIOPC02475	uspA	3640111	3640545	forward	1	uspA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02476	rhsD-ybbC-ylbH-ybbD	523261	529130	forward	4	rhsD|ybbC|ylbH|ybbD	[COMP-AINF:W]	W 
RDBECOLIOPC02477	yjgB	4495190	4496209	reverse	1	ahr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02480	exbBD	3150818	3151984	reverse	2	exbB|exbD	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02481	sbp	4108834	4109823	forward	1	sbp	[COMP-AINF:W]	W 
RDBECOLIOPC02482	gdhA	1842371	1843714	forward	1	gdhA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02485	trkG	1423782	1425239	forward	1	trkG	[COMP-AINF:W]	W 
RDBECOLIOPC02486	mepK-gloC	983075	984297	forward	2	mepK|gloC	[COMP-AINF:W]	W 
RDBECOLIOPC02487	folC-dedD	2431022	2432942	reverse	2	folC|dedD	[COMP-AINF:W]	W 
RDBECOLIOPC02488	tsr	4591657	4593312	forward	1	tsr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02490	entCEBA-ybdB	624885	629713	forward	5	entC|entE|entB|entA|entH	[IC:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02491	lpxP	2495645	2496565	forward	1	lpxP		 
RDBECOLIOPC02492	trxA	3965761	3966090	forward	1	trxA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02493	yjbEFGH	4235906	4239730	forward	4	yjbE|yjbF|yjbG|yjbH	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02496	bsmA	4416441	4416770	reverse	1	bsmA	[COMP-AINF:W]	W 
RDBECOLIOPC02497	rimJ	1125562	1126146	forward	1	rimJ		 
RDBECOLIOPC02498	rhsE-ydcD	1527890	1530404	forward	2	rhsE|ydcD	[COMP-AINF:W]	W 
RDBECOLIOPC02500	alx	3238580	3239545	forward	1	alx	[EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC02501	ydhS	1747131	1748735	forward	1	ydhS	[COMP-AINF:W]	W 
RDBECOLIOPC02504	yafF	239190	239378	forward	1	yafF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02505	ybjQ-amiD	904593	905743	forward	2	ybjQ|amiD	[COMP-AINF:W]	W 
RDBECOLIOPC02506	yagK	292322	292948	reverse	1	yagK	[COMP-AINF:W]	W 
RDBECOLIOPC02508	yibT	3776171	3776380	reverse	1	yibT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02509	arcB	3350689	3353025	reverse	1	arcB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02510	elaB	2380722	2381027	reverse	1	elaB	[COMP-AINF:W]	W 
RDBECOLIOPC02511	ybdR	642088	643326	forward	1	ybdR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02514	sohA-yhaV	3277002	3277801	forward	2	prlF|yhaV	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02517	leuLABCD	78848	83708	reverse	5	leuL|leuA|leuB|leuC|leuD	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02518	yjaH	4200566	4201261	forward	1	yjaH		 
RDBECOLIOPC02519	yciA	1311848	1312246	reverse	1	yciA	[COMP-AINF:W]	W 
RDBECOLIOPC02520	yneP	1579545	1579667	forward	1	yneP	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC02522	cyoABCDE	446815	451610	reverse	5	cyoA|cyoB|cyoC|cyoD|cyoE		 
RDBECOLIOPC02523	pstSCAB-phoU	3906853	3911525	reverse	5	pstS|pstC|pstA|pstB|phoU	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02525	yedI	2028449	2029366	reverse	1	yedI	[COMP-AINF:W]	W 
RDBECOLIOPC02526	ydfV	1645897	1646202	forward	1	ydfV	[COMP-AINF:W]	W 
RDBECOLIOPC02527	yjbT	4239777	4240055	reverse	1	yjbT	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC02528	rhsB	3619192	3623427	forward	1	rhsB	[COMP-AINF:W]	W 
RDBECOLIOPC02530	ttdABT	3206463	3209487	forward	3	ttdA|ttdB|ttdT	[EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02531	alkA	2146692	2147540	reverse	1	alkA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02532	yhhW	3578950	3579645	reverse	1	yhhW	[COMP-AINF:W]	W 
RDBECOLIOPC02535	serU	2043468	2043557	reverse	1	serU	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02536	coaA	4174076	4175026	reverse	1	coaA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02538	hokA	3720448	3720600	reverse	1	hokA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02539	ybfA	729134	729340	forward	1	ybfA	[COMP-AINF:W]	W 
RDBECOLIOPC02540	yfaH	2349687	2349893	forward	1	yfaH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02541	micC	1437121	1437231	forward	1	micC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02542	yqeIJ	2988502	2989786	forward	2	yqeI|yqeJ	[COMP-AINF:W]	W 
RDBECOLIOPC02547	iscRSUA	2659563	2662131	reverse	4	iscR|iscS|iscU|iscA	[EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02549	mltB	2824491	2825576	reverse	1	mltB	[COMP-AINF:W]	W 
RDBECOLIOPC02552	aroH	1788435	1789481	forward	1	aroH	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02555	emrRAB	2810770	2814154	forward	3	mprA|emrA|emrB	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC02556	sraA	458728	458784	reverse	1	sraA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02557	emrKY	2480638	2483339	reverse	2	emrK|emrY	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02558	ilvIH	85630	87848	forward	2	ilvI|ilvH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02559	rcsA	2023968	2024591	forward	1	rcsA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02560	fes-ybdZ-entF-fepE	612737	619387	forward	4	fes|ybdZ|entF|fepE		 
RDBECOLIOPC02561	yhhH	3623399	3623782	forward	1	yhhH	[COMP-AINF:W]	W 
RDBECOLIOPC02562	cytR	4123431	4124456	reverse	1	cytR	[COMP-AINF:W]	W 
RDBECOLIOPC02563	stfR-tfaR	1429049	1432986	forward	2	stfR|tfaR	[COMP-AINF:W]	W 
RDBECOLIOPC02564	yggI	3089755	3090252	forward	1	yggI	[COMP-AINF:W]	W 
RDBECOLIOPC02565	gfcBCD	1045849	1049332	reverse	3	gfcB|gfcC|gfcD	[COMP-AINF:W]	W 
RDBECOLIOPC02566	ybjD	916473	918131	forward	1	ybjD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02567	sibA	2153311	2153454	forward	1	sibA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02568	yafC	229967	230881	reverse	1	yafC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02570	rdlB	1269858	1269923	forward	1	rdlB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02572	ubiCA	4252506	4253888	forward	2	ubiC|ubiA		 
RDBECOLIOPC02573	rpsB-tsf	189712	191708	forward	3	tff|rpsB|tsf		 
RDBECOLIOPC02574	manXYZ-yobD	1902048	1905259	forward	4	manX|manY|manZ|yobD	[COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02576	sfmCD	558212	562300	forward	3	sfmA|sfmC|sfmD	[COMP-AINF:W][EXP-HTP-HEP-MICROARRAY:W][EV-EXP-IEP-RTPCR:[]]	W 
RDBECOLIOPC02579	ycjXF-tyrR	1384117	1388261	forward	3	ycjX|ycjF|tyrR	[COMP-AINF:W][EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02582	cspF	1641855	1642067	forward	1	cspF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02585	ygiZ	3171879	3172211	reverse	1	ygiZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02586	fliAZY	1999585	2001789	reverse	3	fliA|fliZ|tcyJ	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02588	fdoGHI-fdhE	4080299	4085822	reverse	4	fdoG|fdoH|fdoI|fdhE		 
RDBECOLIOPC02590	yqeF	2984411	2985592	reverse	1	yqeF	[COMP-AINF:W]	W 
RDBECOLIOPC02591	yoaI	1874078	1874182	reverse	1	yoaI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02592	insA3B3AB3	290649	291346	reverse	3	insAB3|insA3|insB3	[COMP-AINF:W]	W 
RDBECOLIOPC02593	ygiF-glnE	3196801	3200965	reverse	2	ygiF|glnE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02594	chiA	3467160	3469853	reverse	1	chiA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02595	tldE	4457959	4459311	forward	1	tldE	[COMP-AINF:W]	W 
RDBECOLIOPC02598	amn	2055061	2056515	forward	1	amn	[COMP-AINF:W]	W 
