entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,complex_type,is_virtual,components,critical_components,assembly_condition,notes
gene.b3861,gene,yihF,b3861|yihF|yihF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3861,"Dbxref:ASAP:ABE-0012609,ECOCYC:EG11832,GeneID:948352|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4044199-4045629:+; feature_type=gene
gene.b3862,gene,yihG,b3862|yihG|yihG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3862,"Dbxref:ASAP:ABE-0012611,ECOCYC:EG11833,GeneID:948350|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4045670-4046602:-; feature_type=gene
gene.b3863,gene,polA,b3863|polA|polA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3863,"Dbxref:ASAP:ABE-0012618,ECOCYC:EG10746,GeneID:948356|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4046966-4049752:+; feature_type=gene
gene.b3864,gene,spf,b3864|spf|spf,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3864,"Dbxref:ASAP:ABE-0012621,ECOCYC:EG30098,GeneID:948354|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:4049899-4050009:+; feature_type=gene
rna.b3864,rna,spf,b3864|spf,active,active|inhibited|degraded|overexpressed,small regulatory RNA Spot 42,,cytosol,NCBI RefSeq,rna-b3864,"Dbxref:ASAP:ABE-0012621,ECOCYC:EG30098,GeneID:948354|gbkey:ncRNA",false,,,,,,NC_000913.3:4049899-4050009:+; feature_type=ncRNA
gene.b4837,gene,spfP,b4837|spfP|spfP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4837,"Dbxref:ECOCYC:G0-17114,GeneID:302211668|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4049917-4049964:+; feature_type=gene
gene.b3865,gene,yihA,b3865|yihA|yihA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3865,"Dbxref:ASAP:ABE-0012623,ECOCYC:EG11203,GeneID:948358|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4050133-4050765:-; feature_type=gene
gene.b4457,gene,csrC,b4457|csrC|csrC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4457,"Dbxref:ASAP:ABE-0047275,ECOCYC:G0-8874,GeneID:2847776|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:4051036-4051281:+; feature_type=gene
rna.b4457,rna,csrC,b4457|csrC,active,active|inhibited|degraded|overexpressed,small regulatory RNA CsrC,,cytosol,NCBI RefSeq,rna-b4457,"Dbxref:ASAP:ABE-0047275,ECOCYC:G0-8874,GeneID:2847776|gbkey:ncRNA",false,,,,,,NC_000913.3:4051036-4051281:+; feature_type=ncRNA
gene.b3866,gene,yihI,b3866|yihI|yihI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3866,"Dbxref:ASAP:ABE-0012626,ECOCYC:EG11835,GeneID:948363|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4051347-4051856:+; feature_type=gene
gene.b3867,gene,hemN,b3867|hemN|hemN,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3867,"Dbxref:ASAP:ABE-0012629,ECOCYC:EG11836,GeneID:948362|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4052045-4053418:+; feature_type=gene
gene.b4686,gene,yshB,b4686|yshB|yshB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4686,"Dbxref:ASAP:ABE-0285229,ECOCYC:G0-10657,GeneID:7751621|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4053647-4053757:-; feature_type=gene
gene.b3868,gene,glnG,b3868|glnG|glnG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3868,"Dbxref:ASAP:ABE-0012632,ECOCYC:EG10385,GeneID:948361|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4053869-4055278:-; feature_type=gene
gene.b3869,gene,glnL,b3869|glnL|glnL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3869,"Dbxref:ASAP:ABE-0012634,ECOCYC:EG10387,GeneID:948360|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4055290-4056339:-; feature_type=gene
gene.b4836,gene,glnZ,b4836|glnZ|glnZ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4836,"Dbxref:ECOCYC:G0-17117,GeneID:302211669|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:4056428-4056621:-; feature_type=gene
rna.b4836,rna,glnZ,b4836|glnZ,active,active|inhibited|degraded|overexpressed,small regulatory RNA GlnZ,,cytosol,NCBI RefSeq,rna-b4836,"Dbxref:ECOCYC:G0-17117,GeneID:302211669|gbkey:ncRNA",false,,,,,,NC_000913.3:4056428-4056621:-; feature_type=ncRNA
gene.b3870,gene,glnA,b3870|glnA|glnA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3870,"Dbxref:ASAP:ABE-0012640,ECOCYC:EG10383,GeneID:948370|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4056625-4058034:-; feature_type=gene
gene.b3871,gene,bipA,b3871|bipA|bipA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3871,"Dbxref:ASAP:ABE-0012648,ECOCYC:EG11837,GeneID:948369|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4058407-4060230:+; feature_type=gene
gene.b3872,gene,yihL,b3872|yihL|yihL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3872,"Dbxref:ASAP:ABE-0012651,ECOCYC:EG11838,GeneID:948368|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4060447-4061157:+; feature_type=gene
gene.b3873,gene,yihM,b3873|yihM|yihM,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3873,"Dbxref:ASAP:ABE-0012653,ECOCYC:EG11839,GeneID:948367|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4061165-4062145:+; feature_type=gene
gene.b3874,gene,yihN,b3874|yihN|yihN,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3874,"Dbxref:ASAP:ABE-0012656,ECOCYC:EG11840,GeneID:948365|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4062247-4063512:+; feature_type=gene
gene.b3875,gene,ompL,b3875|ompL|ompL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3875,"Dbxref:ASAP:ABE-0012659,ECOCYC:G7814,GeneID:948366|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4063603-4064295:-; feature_type=gene
gene.b3876,gene,yihO,b3876|yihO|yihO,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3876,"Dbxref:ASAP:ABE-0012661,ECOCYC:EG11841,GeneID:948377|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4064363-4065766:-; feature_type=gene
gene.b3877,gene,yihP,b3877|yihP|yihP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3877,"Dbxref:ASAP:ABE-0012664,ECOCYC:EG11842,GeneID:948371|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4065809-4067194:-; feature_type=gene
gene.b3878,gene,yihQ,b3878|yihQ|yihQ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3878,"Dbxref:ASAP:ABE-0012666,ECOCYC:EG11843,GeneID:948376|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4067240-4069276:-; feature_type=gene
gene.b3879,gene,yihR,b3879|yihR|yihR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3879,"Dbxref:ASAP:ABE-0012669,ECOCYC:EG11844,GeneID:948375|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4069475-4070401:-; feature_type=gene
gene.b3880,gene,yihS,b3880|yihS|yihS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3880,"Dbxref:ASAP:ABE-0012673,ECOCYC:EG11845,GeneID:948374|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4070515-4071756:-; feature_type=gene
gene.b3881,gene,yihT,b3881|yihT|yihT,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3881,"Dbxref:ASAP:ABE-0012675,ECOCYC:EG11846,GeneID:948373|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4071773-4072651:-; feature_type=gene
gene.b3882,gene,yihU,b3882|yihU|yihU,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3882,"Dbxref:ASAP:ABE-0012678,ECOCYC:EG11847,GeneID:948372|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4072675-4073571:-; feature_type=gene
gene.b3883,gene,yihV,b3883|yihV|yihV,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3883,"Dbxref:ASAP:ABE-0012681,ECOCYC:EG11848,GeneID:948382|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4073739-4074635:+; feature_type=gene
gene.b3884,gene,csqR,b3884|csqR|csqR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3884,"Dbxref:ASAP:ABE-0012683,ECOCYC:EG11849,GeneID:948381|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4074669-4075454:+; feature_type=gene
gene.b3885,gene,yihX,b3885|yihX|yihX,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3885,"Dbxref:ASAP:ABE-0012686,ECOCYC:EG11850,GeneID:948380|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4075553-4076152:+; feature_type=gene
gene.b3886,gene,yihY,b3886|yihY|yihY,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3886,"Dbxref:ASAP:ABE-0012688,ECOCYC:EG11851,GeneID:948379|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4076146-4077018:+; feature_type=gene
gene.b3887,gene,dtd,b3887|dtd|dtd,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3887,"Dbxref:ASAP:ABE-0012690,ECOCYC:EG11852,GeneID:948378|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4077015-4077452:+; feature_type=gene
gene.b3888,gene,fabY,b3888|fabY|fabY,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3888,"Dbxref:ASAP:ABE-0012692,ECOCYC:EG11853,GeneID:948387|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4077449-4078438:+; feature_type=gene
gene.b3889,gene,yiiE,b3889|yiiE|yiiE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3889,"Dbxref:ASAP:ABE-0012696,ECOCYC:EG11854,GeneID:948386|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4079291-4079509:+; feature_type=gene
gene.b3890,gene,yiiF,b3890|yiiF|yiiF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3890,"Dbxref:ASAP:ABE-0012700,ECOCYC:EG11855,GeneID:948385|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4079751-4079969:+; feature_type=gene
gene.b3891,gene,fdhE,b3891|fdhE|fdhE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3891,"Dbxref:ASAP:ABE-0012703,ECOCYC:EG10284,GeneID:948384|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4080299-4081228:-; feature_type=gene
gene.b3892,gene,fdoI,b3892|fdoI|fdoI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3892,"Dbxref:ASAP:ABE-0012705,ECOCYC:EG11856,GeneID:948383|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4081225-4081860:-; feature_type=gene
gene.b3893,gene,fdoH,b3893|fdoH|fdoH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3893,"Dbxref:ASAP:ABE-0012708,ECOCYC:EG11857,GeneID:948395|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4081857-4082759:-; feature_type=gene
gene.b3894,gene,fdoG,b3894|fdoG|fdoG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3894,"Dbxref:ASAP:ABE-0012710,ECOCYC:EG11858,GeneID:948394|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4082772-4085822:-; feature_type=gene
gene.b3895,gene,fdhD,b3895|fdhD|fdhD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3895,"Dbxref:ASAP:ABE-0012714,ECOCYC:EG11859,GeneID:948393|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4086016-4086849:+; feature_type=gene
gene.b3896,gene,yiiG,b3896|yiiG|yiiG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3896,"Dbxref:ASAP:ABE-0012718,ECOCYC:EG11860,GeneID:948392|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4087002-4088057:+; feature_type=gene
gene.b3897,gene,frvR,b3897|frvR|frvR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3897,"Dbxref:ASAP:ABE-0012720,ECOCYC:EG11861,GeneID:948389|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4088107-4089855:-; feature_type=gene
gene.b3898,gene,frvX,b3898|frvX|frvX,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3898,"Dbxref:ASAP:ABE-0012722,ECOCYC:EG11862,GeneID:948388|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4089855-4090925:-; feature_type=gene
gene.b3899,gene,frvB,b3899|frvB|frvB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3899,"Dbxref:ASAP:ABE-0012725,ECOCYC:EG11863,GeneID:948390|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4090915-4092366:-; feature_type=gene
gene.b3900,gene,frvA,b3900|frvA|frvA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3900,"Dbxref:ASAP:ABE-0012727,ECOCYC:EG11864,GeneID:948391|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4092377-4092823:-; feature_type=gene
gene.b3901,gene,rhaM,b3901|rhaM|rhaM,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3901,"Dbxref:ASAP:ABE-0012729,ECOCYC:EG11865,GeneID:948402|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4093124-4093438:-; feature_type=gene
gene.b3902,gene,rhaD,b3902|rhaD|rhaD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3902,"Dbxref:ASAP:ABE-0012731,ECOCYC:EG11866,GeneID:948401|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4093448-4094272:-; feature_type=gene
gene.b3903,gene,rhaA,b3903|rhaA|rhaA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3903,"Dbxref:ASAP:ABE-0012736,ECOCYC:EG11867,GeneID:948400|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4094723-4095982:-; feature_type=gene
gene.b3904,gene,rhaB,b3904|rhaB|rhaB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3904,"Dbxref:ASAP:ABE-0012738,ECOCYC:EG11868,GeneID:948399|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4095979-4097448:-; feature_type=gene
gene.b3905,gene,rhaS,b3905|rhaS|rhaS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3905,"Dbxref:ASAP:ABE-0012745,ECOCYC:EG10843,GeneID:948397|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4097736-4098572:+; feature_type=gene
gene.b3906,gene,rhaR,b3906|rhaR|rhaR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3906,"Dbxref:ASAP:ABE-0012747,ECOCYC:EG10842,GeneID:948396|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4098646-4099494:+; feature_type=gene
gene.b3907,gene,rhaT,b3907|rhaT|rhaT,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3907,"Dbxref:ASAP:ABE-0012749,ECOCYC:EG11313,GeneID:948398|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4099491-4100525:-; feature_type=gene
gene.b3908,gene,sodA,b3908|sodA|sodA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3908,"Dbxref:ASAP:ABE-0012761,ECOCYC:EG10953,GeneID:948403|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4100810-4101430:+; feature_type=gene
gene.b3909,gene,kdgT,b3909|kdgT|kdgT,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3909,"Dbxref:ASAP:ABE-0012764,ECOCYC:EG11869,GeneID:948407|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4101690-4102673:+; feature_type=gene
gene.b3910,gene,yiiM,b3910|yiiM|yiiM,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3910,"Dbxref:ASAP:ABE-0012769,ECOCYC:EG11870,GeneID:948406|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4102822-4103496:+; feature_type=gene
gene.b3911,gene,cpxA,b3911|cpxA|cpxA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3911,"Dbxref:ASAP:ABE-0012772,ECOCYC:EG10163,GeneID:948405|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4103602-4104975:-; feature_type=gene
gene.b3912,gene,cpxR,b3912|cpxR|cpxR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3912,"Dbxref:ASAP:ABE-0012774,ECOCYC:EG10020,GeneID:948404|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4104972-4105670:-; feature_type=gene
gene.b4484,gene,cpxP,b4484|cpxP|cpxP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4484,"Dbxref:ASAP:ABE-0174117,ECOCYC:G7816,GeneID:2847688|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4105820-4106320:+; feature_type=gene
gene.b4716,gene,cpxQ,b4716|cpxQ|cpxQ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4716,"Dbxref:ECOCYC:G0-16649,GeneID:38094976|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:4106330-4106387:+; feature_type=gene
rna.b4716,rna,cpxQ,b4716|cpxQ,active,active|inhibited|degraded|overexpressed,small regulatory RNA CpxQ,,cytosol,NCBI RefSeq,rna-b4716,"Dbxref:ECOCYC:G0-16649,GeneID:38094976|gbkey:ncRNA",false,,,,,,NC_000913.3:4106330-4106387:+; feature_type=ncRNA
gene.b3915,gene,fieF,b3915|fieF|fieF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3915,"Dbxref:ASAP:ABE-0012786,ECOCYC:EG11873,GeneID:948413|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4106469-4107371:+; feature_type=gene
gene.b3916,gene,pfkA,b3916|pfkA|pfkA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3916,"Dbxref:ASAP:ABE-0012789,ECOCYC:EG10699,GeneID:948412|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4107552-4108514:+; feature_type=gene
gene.b3917,gene,sbp,b3917|sbp|sbp,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3917,"Dbxref:ASAP:ABE-0012794,ECOCYC:EG10929,GeneID:948411|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4108834-4109823:+; feature_type=gene
gene.b3918,gene,cdh,b3918|cdh|cdh,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3918,"Dbxref:ASAP:ABE-0012797,ECOCYC:EG10138,GeneID:948410|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4109930-4110685:+; feature_type=gene
gene.b3919,gene,tpiA,b3919|tpiA|tpiA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3919,"Dbxref:ASAP:ABE-0012799,ECOCYC:EG11015,GeneID:948409|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4110740-4111507:-; feature_type=gene
gene.b3920,gene,yiiQ,b3920|yiiQ|yiiQ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3920,"Dbxref:ASAP:ABE-0012802,ECOCYC:EG11874,GeneID:948408|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4111615-4112214:-; feature_type=gene
gene.b3921,gene,yiiR,b3921|yiiR|yiiR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3921,"Dbxref:ASAP:ABE-0012809,ECOCYC:EG11875,GeneID:948417|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4112315-4112755:+; feature_type=gene
gene.b3922,gene,yiiS,b3922|yiiS|yiiS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3922,"Dbxref:ASAP:ABE-0012813,ECOCYC:EG11876,GeneID:948416|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4112967-4113266:+; feature_type=gene
gene.b3923,gene,uspD,b3923|uspD|uspD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3923,"Dbxref:ASAP:ABE-0012816,ECOCYC:EG11877,GeneID:948415|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4113293-4113721:+; feature_type=gene
gene.b3924,gene,fpr,b3924|fpr|fpr,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3924,"Dbxref:ASAP:ABE-0012818,ECOCYC:EG10628,GeneID:948414|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4113726-4114472:-; feature_type=gene
gene.b3925,gene,glpX,b3925|glpX|glpX,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3925,"Dbxref:ASAP:ABE-0012821,ECOCYC:EG11517,GeneID:948424|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4114569-4115579:-; feature_type=gene
gene.b3926,gene,glpK,b3926|glpK|glpK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3926,"Dbxref:ASAP:ABE-0012825,ECOCYC:EG10398,GeneID:948423|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4115714-4117222:-; feature_type=gene
gene.b3927,gene,glpF,b3927|glpF|glpF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b3927,"Dbxref:ASAP:ABE-0012828,ECOCYC:EG10396,GeneID:948422|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:4117245-4118090:-; feature_type=gene
